caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,Turning,res_5035e794-b63c-4fc2-bde0-9495bb35d6c7,Role 1,2012-03-13 04:03:36,12,0,2012-03-13 00:41:25
Case2,Rework Milling,res_c891ebe6-413f-4dc7-aa24-c8ed64f090cb,Role 1,2012-03-13 04:29:04,13,0,2012-03-13 01:00:13
Case1,Turning Q.C.,res_c93fbb2b-53ec-4dd0-8b6d-d147778fecd2,Role 1,2012-03-13 06:05:39,13,0,2012-03-13 04:03:38
Case2,Change Version,res_968f4060-c72f-4829-9cf3-8f25643569dc,Role 1,2012-03-13 06:38:52,14,0,2012-03-13 04:29:06
Case1,Turning & Milling,res_03a074fb-26cc-41e6-ac47-58e0d3758e7e,Role 1,2012-03-13 06:57:59,14,2,2012-03-13 06:05:41
Case3,Turning & Milling,res_ee322e77-2585-4ed4-9f25-12fc057a18ff,Role 1,2012-03-13 07:41:23,14,1,2012-03-13 04:12:40
Case2,Final Inspection Q.C.,res_1ceff8dc-5275-4228-838b-bce3276d7db8,Role 3,2012-03-13 07:49:18,15,0,2012-03-13 06:38:54
Case4,Change Version,res_1ceff8dc-5275-4228-838b-bce3276d7db8,Role 1,2012-03-13 09:39:45,15,1,2012-03-13 06:09:36
Case3,Turning & Milling,res_4436350c-f9ae-4c54-9040-847ad5e83f78,Role 1,2012-03-13 10:08:46,16,1,2012-03-13 07:41:25
Case5,Rework Milling,res_200c82b8-c285-49e9-95bf-12c2239ba3a6,Role 1,2012-03-13 10:53:55,16,0,2012-03-13 07:05:24
Case3,Laser Marking,res_1ceff8dc-5275-4228-838b-bce3276d7db8,Role 4,2012-03-13 11:45:59,16,0,2012-03-13 10:08:48
Case4,Final Inspection Q.C.,res_5035e794-b63c-4fc2-bde0-9495bb35d6c7,Role 3,2012-03-13 12:02:09,16,0,2012-03-13 09:39:47
Case1,Turning & Milling Q.C.,res_5035e794-b63c-4fc2-bde0-9495bb35d6c7,Role 3,2012-03-13 12:12:31,16,0,2012-03-13 11:12:52
Case6,Rework Milling,res_5035e794-b63c-4fc2-bde0-9495bb35d6c7,Role 1,2012-03-13 12:30:35,16,1,2012-03-13 08:57:07
Case5,Turning,res_9a96365f-a3b9-4f82-b80f-ab6f4b7382db,Role 1,2012-03-13 13:38:27,16,0,2012-03-13 10:53:57
Case6,Turning & Milling,res_968f4060-c72f-4829-9cf3-8f25643569dc,Role 1,2012-03-13 14:50:46,18,2,2012-03-13 12:30:37
Case4,Round Grinding,res_a4132553-fd1f-46b9-8336-ca32fe5c8b77,Role 2,2012-03-13 15:17:08,19,0,2012-03-13 13:38:22
Case7,Turning & Milling,res_a4132553-fd1f-46b9-8336-ca32fe5c8b77,Role 1,2012-03-13 15:18:00,17,1,2012-03-13 11:16:54
Case8,Rework Milling,res_1ceff8dc-5275-4228-838b-bce3276d7db8,Role 1,2012-03-13 15:51:09,18,1,2012-03-13 12:00:26
Case6,Turning & Milling Q.C.,res_968f4060-c72f-4829-9cf3-8f25643569dc,Role 3,2012-03-13 16:23:29,20,0,2012-03-13 14:50:48
Case9,Turning & Milling,res_968f4060-c72f-4829-9cf3-8f25643569dc,Role 1,2012-03-13 16:49:55,19,3,2012-03-13 13:19:18
Case5,Turning Q.C.,res_056329b3-64af-4f27-8501-c92a08fa19f0,Role 1,2012-03-13 17:34:50,20,0,2012-03-13 15:44:03
Case7,Turning & Milling Q.C.,res_056329b3-64af-4f27-8501-c92a08fa19f0,Role 3,2012-03-13 17:46:12,20,1,2012-03-13 15:18:02
Case1,Round Grinding,res_056329b3-64af-4f27-8501-c92a08fa19f0,Role 2,2012-03-13 17:56:00,21,0,2012-03-13 17:10:39
Case8,Turning & Milling,res_056329b3-64af-4f27-8501-c92a08fa19f0,Role 1,2012-03-13 18:05:45,20,3,2012-03-13 15:51:11
Case10,Turning & Milling,res_056329b3-64af-4f27-8501-c92a08fa19f0,Role 1,2012-03-13 18:10:52,20,4,2012-03-13 14:45:02
Case9,Turning & Milling Q.C.,res_c93fbb2b-53ec-4dd0-8b6d-d147778fecd2,Role 3,2012-03-13 19:27:17,21,1,2012-03-13 16:49:57
Case3,Round Grinding,res_0d54ca38-615e-4b2f-801f-829848bf9b05,Role 2,2012-03-13 20:14:32,22,0,2012-03-13 18:37:38
Case11,Rework Milling,res_0d54ca38-615e-4b2f-801f-829848bf9b05,Role 1,2012-03-13 20:18:28,21,0,2012-03-13 16:18:52
Case8,Milling Q.C.,res_200c82b8-c285-49e9-95bf-12c2239ba3a6,Role 1,2012-03-13 20:46:34,23,0,2012-03-13 18:49:53
Case10,Laser Marking,res_df453e33-a023-4f0f-9ba7-d534e146c021,Role 4,2012-03-13 21:01:04,22,0,2012-03-13 18:10:54
