caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,Turning & Milling Q.C.,res_8c695b9c-a75a-4b33-848b-b544b801d744,Role 3,2012-03-13 04:06:04,12,0,2012-03-13 00:46:15
Case2,Turning & Milling,res_c5c91b72-e182-4255-bf94-62f74191e092,Role 1,2012-03-13 05:29:06,13,1,2012-03-13 01:55:36
Case1,Stress Relief,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 1,2012-03-13 06:06:09,15,0,2012-03-13 04:06:06
Case3,Turning & Milling,res_6f50b388-ee00-4463-97f1-bf36a23ee29d,Role 1,2012-03-13 06:20:09,14,2,2012-03-13 02:47:12
Case4,Rework Milling,res_f8418da8-4978-4da4-97aa-403d95459453,Role 1,2012-03-13 07:15:59,15,0,2012-03-13 03:27:58
Case1,Turning & Milling,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 1,2012-03-13 07:24:30,17,3,2012-03-13 06:06:11
Case2,Turning & Milling Q.C.,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 3,2012-03-13 07:48:32,17,0,2012-03-13 05:29:08
Case5,Turning & Milling,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 1,2012-03-13 08:01:34,16,3,2012-03-13 04:36:50
Case3,Laser Marking,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 4,2012-03-13 08:55:46,17,0,2012-03-13 06:20:11
Case6,Milling Q.C.,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 1,2012-03-13 09:19:52,17,0,2012-03-13 05:21:47
Case4,Turning & Milling,res_2f66ff49-9213-46a5-8f98-fef9996b7a8f,Role 1,2012-03-13 09:58:40,18,3,2012-03-13 07:16:01
Case7,Rework Milling,res_2f66ff49-9213-46a5-8f98-fef9996b7a8f,Role 1,2012-03-13 10:33:59,18,1,2012-03-13 06:21:24
Case5,Laser Marking,res_c5c91b72-e182-4255-bf94-62f74191e092,Role 4,2012-03-13 11:00:10,19,1,2012-03-13 08:01:36
Case8,Turning & Milling,res_4b1bdd9f-480a-4e89-9aab-cb227890789d,Role 1,2012-03-13 11:46:59,19,3,2012-03-13 07:46:50
Case6,Packing,res_33c3e184-4f55-4fe8-aa17-03f510c4e90a,Role 5,2012-03-13 12:42:23,21,0,2012-03-13 09:19:54
Case10,Turning & Milling Q.C.,res_c5c91b72-e182-4255-bf94-62f74191e092,Role 3,2012-03-13 13:23:49,21,1,2012-03-13 09:12:11
Case9,Turning & Milling Q.C.,res_7ee074f6-cdf7-4e70-861e-58791e144d3f,Role 3,2012-03-13 13:27:57,20,0,2012-03-13 08:47:38
Case7,Change Version,res_25149018-d86b-4348-941d-2743a3999b6f,Role 1,2012-03-13 13:39:12,21,0,2012-03-13 10:34:01
Case8,Milling,res_148873aa-7f5f-40b7-b737-eeece0ce5952,Role 1,2012-03-13 14:33:23,23,0,2012-03-13 11:47:01
Case11,Rework Milling,res_8c695b9c-a75a-4b33-848b-b544b801d744,Role 1,2012-03-13 14:57:54,22,0,2012-03-13 10:40:09
Case12,Turning & Milling,res_33c3e184-4f55-4fe8-aa17-03f510c4e90a,Role 1,2012-03-13 15:21:10,23,2,2012-03-13 11:24:16
Case2,Stress Relief,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 1,2012-03-13 15:30:42,23,0,2012-03-13 13:42:33
Case10,Round Grinding,res_49430142-85aa-43f0-9842-0ddd8baadde5,Role 2,2012-03-13 16:25:22,23,0,2012-03-13 13:23:51
Case9,Nitration Q.C.,res_ead76fc3-1935-45ab-8090-c6e5d9eca07f,Role 3,2012-03-13 17:00:30,23,0,2012-03-13 13:27:59
Case13,Turning & Milling,res_ead76fc3-1935-45ab-8090-c6e5d9eca07f,Role 1,2012-03-13 17:06:24,23,2,2012-03-13 13:10:34
Case12,Turning & Milling Q.C.,res_f8418da8-4978-4da4-97aa-403d95459453,Role 3,2012-03-13 17:40:42,25,0,2012-03-13 15:21:12
Case11,Turning,res_f8418da8-4978-4da4-97aa-403d95459453,Role 1,2012-03-13 17:42:06,24,0,2012-03-13 14:57:56
Case3,Lapping,res_d481a7ed-09f4-4547-846b-e15dff06ca25,Role 4,2012-03-13 18:34:27,26,0,2012-03-13 16:29:57
Case14,Rework Milling,res_d481a7ed-09f4-4547-846b-e15dff06ca25,Role 1,2012-03-13 18:40:24,24,1,2012-03-13 14:41:53
Case15,Rework Milling,res_4b1bdd9f-480a-4e89-9aab-cb227890789d,Role 1,2012-03-13 19:17:37,25,1,2012-03-13 15:13:44
Case5,Final Inspection Q.C.,res_d481a7ed-09f4-4547-846b-e15dff06ca25,Role 3,2012-03-13 19:28:15,26,0,2012-03-13 16:39:08
Case13,Change Version,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 1,2012-03-13 19:49:10,26,0,2012-03-13 17:06:26
Case1,Laser Marking,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 4,2012-03-13 19:54:16,26,0,2012-03-13 18:21:53
Case16,Turning & Milling,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 1,2012-03-13 20:00:53,26,2,2012-03-13 16:03:36
Case14,Milling Q.C.,res_148873aa-7f5f-40b7-b737-eeece0ce5952,Role 1,2012-03-13 21:50:53,26,0,2012-03-13 18:40:26
Case10,Laser Marking,res_148873aa-7f5f-40b7-b737-eeece0ce5952,Role 4,2012-03-13 22:01:48,27,1,2012-03-13 19:24:11
Case8,Final Inspection Q.C.,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 3,2012-03-13 22:14:07,27,1,2012-03-13 19:45:55
Case15,Change Version,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 1,2012-03-13 22:31:56,27,1,2012-03-13 19:17:39
Case16,Turning & Milling,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 1,2012-03-13 22:36:27,27,2,2012-03-13 20:00:55
Case4,Turning,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 1,2012-03-13 22:44:16,27,0,2012-03-13 19:32:17
Case7,Final Inspection Q.C.,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 3,2012-03-13 22:51:31,27,0,2012-03-13 19:32:18
Case17,Turning & Milling,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 1,2012-03-13 23:05:41,27,2,2012-03-13 18:51:47
Case2,Turning & Milling,res_8c695b9c-a75a-4b33-848b-b544b801d744,Role 1,2012-03-13 23:33:05,29,5,2012-03-13 22:13:26
Case18,Turning & Milling,res_8c695b9c-a75a-4b33-848b-b544b801d744,Role 1,2012-03-14 00:07:32,28,3,2012-03-13 20:01:57
Case11,Turning Q.C.,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 1,2012-03-14 01:22:55,27,0,2012-03-13 23:17:56
Case19,Turning & Milling,res_38596db5-db40-4760-ac7d-01bb867d78f0,Role 1,2012-03-14 01:30:41,29,4,2012-03-13 21:28:11
Case17,Turning & Milling Q.C.,res_c5c91b72-e182-4255-bf94-62f74191e092,Role 3,2012-03-14 02:08:32,27,0,2012-03-13 23:05:43
Case12,Flat Grinding,res_4b1bdd9f-480a-4e89-9aab-cb227890789d,Role 4,2012-03-14 02:37:28,28,0,2012-03-14 00:52:24
Case18,Turning & Milling Q.C.,res_4b1bdd9f-480a-4e89-9aab-cb227890789d,Role 3,2012-03-14 03:02:36,28,1,2012-03-14 00:07:34
Case20,Turning & Milling,res_8c4439c3-ecc2-4d87-a28e-6280888262a2,Role 1,2012-03-14 03:14:55,28,4,2012-03-13 23:27:31
Case9,Laser Marking,res_148873aa-7f5f-40b7-b737-eeece0ce5952,Role 4,2012-03-14 03:16:11,28,0,2012-03-14 00:34:49
Case15,Final Inspection Q.C.,res_148873aa-7f5f-40b7-b737-eeece0ce5952,Role 3,2012-03-14 03:44:38,28,0,2012-03-14 01:20:18
Case19,Milling,res_148873aa-7f5f-40b7-b737-eeece0ce5952,Role 1,2012-03-14 04:15:32,28,0,2012-03-14 01:30:43
Case16,Milling Q.C.,res_ead76fc3-1935-45ab-8090-c6e5d9eca07f,Role 1,2012-03-14 04:19:57,29,0,2012-03-14 02:24:44
Case18,Round Grinding,res_49430142-85aa-43f0-9842-0ddd8baadde5,Role 2,2012-03-14 04:45:46,29,0,2012-03-14 03:02:38
Case18,Laser Marking,res_a6748fe1-6524-4c92-8bae-bbf796e25076,Role 4,2012-03-14 05:44:41,30,0,2012-03-14 04:45:48
Case19,Final Inspection Q.C.,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 3,2012-03-14 06:04:48,29,0,2012-03-14 04:15:34
Case20,Milling,res_46746a3f-de20-4d23-ad2d-f8178ef222e3,Role 1,2012-03-14 06:11:58,29,1,2012-03-14 03:14:57
Case2,Milling,res_8f81e981-cf45-4adb-8a81-032139f1794c,Role 1,2012-03-14 06:48:34,30,1,2012-03-14 05:54:38
Case21,Turning & Milling,res_8f81e981-cf45-4adb-8a81-032139f1794c,Role 1,2012-03-14 07:13:15,29,2,2012-03-14 02:23:44
Case19,Grinding Rework,res_c45937e3-947d-4be9-93a8-8f614a9b9999,Role 2,2012-03-14 07:16:46,30,0,2012-03-14 06:04:50
Case20,Final Inspection Q.C.,res_33c3e184-4f55-4fe8-aa17-03f510c4e90a,Role 3,2012-03-14 07:27:04,30,0,2012-03-14 06:12:00
Case15,Packing,res_f3a38771-a2c4-4f4e-af6c-f8e5572ea76d,Role 5,2012-03-14 07:47:40,31,0,2012-03-14 06:37:29
Case20,Grinding Rework,res_f3a38771-a2c4-4f4e-af6c-f8e5572ea76d,Role 2,2012-03-14 07:52:37,32,0,2012-03-14 07:27:06
Case22,Turning & Milling,res_46746a3f-de20-4d23-ad2d-f8178ef222e3,Role 1,2012-03-14 08:49:28,30,2,2012-03-14 04:40:53
Case2,Final Inspection Q.C.,res_148873aa-7f5f-40b7-b737-eeece0ce5952,Role 3,2012-03-14 08:53:08,32,1,2012-03-14 08:40:00
Case10,Final Inspection Q.C.,res_148873aa-7f5f-40b7-b737-eeece0ce5952,Role 3,2012-03-14 08:56:24,31,1,2012-03-14 07:17:31
Case21,Milling,res_0c1dd47d-45a7-468f-9f4d-0b9dbdf9685c,Role 1,2012-03-14 09:22:15,31,0,2012-03-14 07:13:17
Case21,Final Inspection Q.C.,res_ead76fc3-1935-45ab-8090-c6e5d9eca07f,Role 3,2012-03-14 09:22:17,32,0,2012-03-14 09:22:17
Case21,Round Grinding,res_3b98df2e-5d60-437c-b256-3a843ae8465f,Role 2,2012-03-14 09:22:19,32,2,2012-03-14 09:22:19
