caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,Turning & Milling,res_e3929c65-ac39-4b99-bc71-1574573b4643,Role 1,2012-03-13 03:55:02,12,1,2012-03-13 00:37:37
Case2,Turning & Milling,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 1,2012-03-13 04:20:53,13,2,2012-03-13 01:06:01
Case1,Turning & Milling Q.C.,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 3,2012-03-13 05:58:01,15,0,2012-03-13 03:55:04
Case3,Rework Milling,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 1,2012-03-13 06:03:16,14,0,2012-03-13 02:28:35
Case2,Turning & Milling Q.C.,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 3,2012-03-13 06:35:10,15,1,2012-03-13 04:20:55
Case4,Rework Milling,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 1,2012-03-13 06:43:52,15,1,2012-03-13 03:11:54
Case3,Turning,res_9091bdb6-78bd-4723-b2f6-367731997c0b,Role 1,2012-03-13 08:35:31,16,0,2012-03-13 06:03:18
Case5,Turning & Milling Q.C.,res_ac948c1a-3036-4451-b03b-7eaf43c98c3c,Role 3,2012-03-13 08:45:54,16,2,2012-03-13 05:08:19
Case4,Turning & Milling,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 1,2012-03-13 09:12:44,16,1,2012-03-13 06:43:54
Case2,Laser Marking,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 4,2012-03-13 09:24:40,17,0,2012-03-13 07:50:32
Case1,Round Grinding,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 2,2012-03-13 09:48:01,17,0,2012-03-13 07:50:49
Case6,Turning & Milling,res_f020a4f4-e83f-4163-8fea-9060a4002645,Role 1,2012-03-13 10:53:42,17,2,2012-03-13 07:13:06
Case5,Nitration Q.C.,res_671b558b-19d2-4bf6-92ea-2d8600564f7d,Role 3,2012-03-13 11:15:23,18,0,2012-03-13 08:45:56
Case7,Turning & Milling,res_c787050c-6087-43d5-9501-f213fdbbf3a0,Role 1,2012-03-13 12:31:42,18,3,2012-03-13 08:41:12
Case6,Milling,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 1,2012-03-13 13:19:44,19,0,2012-03-13 10:53:44
Case8,Milling Q.C.,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 1,2012-03-13 13:53:35,19,0,2012-03-13 09:55:39
Case9,Turning & Milling,res_9ca52337-d0b6-4db2-984c-52efbdeeabb2,Role 1,2012-03-13 14:53:46,20,2,2012-03-13 11:19:42
Case7,Turning & Milling Q.C.,res_f020a4f4-e83f-4163-8fea-9060a4002645,Role 3,2012-03-13 15:18:18,20,0,2012-03-13 12:31:44
Case5,Laser Marking,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 4,2012-03-13 15:35:24,21,0,2012-03-13 13:26:31
Case6,Final Inspection Q.C.,res_eba41986-5b2f-4398-aa57-80a7244a17aa,Role 3,2012-03-13 16:04:00,21,0,2012-03-13 14:06:16
Case3,Turning Q.C.,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 1,2012-03-13 16:34:27,21,0,2012-03-13 14:49:37
Case4,Milling Q.C.,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 1,2012-03-13 16:35:40,21,1,2012-03-13 14:40:31
Case2,Round Grinding,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 2,2012-03-13 16:47:13,23,0,2012-03-13 15:39:53
Case8,Packing,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 5,2012-03-13 16:51:37,21,0,2012-03-13 13:53:37
Case10,Milling Q.C.,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 1,2012-03-13 17:07:50,21,1,2012-03-13 13:12:18
Case1,Lapping,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 4,2012-03-13 17:44:41,23,0,2012-03-13 16:14:55
Case9,Turning & Milling Q.C.,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 3,2012-03-13 18:39:40,23,0,2012-03-13 15:29:08
Case11,Milling Q.C.,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 1,2012-03-13 19:06:32,22,2,2012-03-13 14:57:06
Case12,Rework Milling,res_0d752658-72ca-47b1-be2c-47d9e80e4142,Role 1,2012-03-13 19:32:55,23,0,2012-03-13 15:09:42
Case10,Packing,res_ac948c1a-3036-4451-b03b-7eaf43c98c3c,Role 5,2012-03-13 20:08:36,23,0,2012-03-13 17:07:52
Case13,Turning & Milling,res_c787050c-6087-43d5-9501-f213fdbbf3a0,Role 1,2012-03-13 21:44:16,24,1,2012-03-13 17:25:13
Case11,Packing,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 5,2012-03-13 21:53:24,24,1,2012-03-13 19:06:34
Case12,Turning,res_0d752658-72ca-47b1-be2c-47d9e80e4142,Role 1,2012-03-13 22:26:43,25,0,2012-03-13 19:32:57
Case14,Rework Milling,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 1,2012-03-13 23:14:59,25,1,2012-03-13 19:27:45
Case1,Turning Rework,res_0d752658-72ca-47b1-be2c-47d9e80e4142,Role 1,2012-03-14 00:17:58,28,0,2012-03-13 23:19:46
Case10,Round  Q.C.,res_c787050c-6087-43d5-9501-f213fdbbf3a0,Role 1,2012-03-14 00:42:49,27,0,2012-03-13 22:11:52
Case13,Milling,res_c787050c-6087-43d5-9501-f213fdbbf3a0,Role 1,2012-03-14 00:43:18,26,0,2012-03-13 21:44:18
Case15,Turning & Milling,res_c787050c-6087-43d5-9501-f213fdbbf3a0,Role 1,2012-03-14 00:44:11,26,2,2012-03-13 20:57:11
Case16,Turning & Milling,res_0d752658-72ca-47b1-be2c-47d9e80e4142,Role 1,2012-03-14 01:39:45,27,2,2012-03-13 21:47:20
Case14,Turning & Milling Q.C.,res_6251dfca-6daa-4247-b57d-24e99f444570,Role 3,2012-03-14 01:54:09,28,0,2012-03-13 23:15:01
Case5,Flat Grinding,res_6251dfca-6daa-4247-b57d-24e99f444570,Role 4,2012-03-14 02:00:38,28,1,2012-03-13 23:59:28
Case6,Packing,res_6251dfca-6daa-4247-b57d-24e99f444570,Role 5,2012-03-14 02:13:47,28,0,2012-03-14 00:21:48
Case7,Flat Grinding,res_6251dfca-6daa-4247-b57d-24e99f444570,Role 4,2012-03-14 02:20:58,28,0,2012-03-13 23:54:50
Case17,Rework Milling,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 1,2012-03-14 03:00:34,28,1,2012-03-13 23:03:37
Case11,Fix,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 1,2012-03-14 03:00:36,28,0,2012-03-14 00:13:50
Case8,Round  Q.C.,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 1,2012-03-14 03:35:13,29,1,2012-03-14 00:34:28
Case15,Laser Marking,res_6247693e-3837-43ad-900c-55837c9821a2,Role 4,2012-03-14 04:21:57,29,0,2012-03-14 00:44:13
Case2,Packing,res_6247693e-3837-43ad-900c-55837c9821a2,Role 5,2012-03-14 04:55:51,32,0,2012-03-14 04:01:22
Case12,Turning Q.C.,res_6247693e-3837-43ad-900c-55837c9821a2,Role 1,2012-03-14 05:02:11,31,0,2012-03-14 02:45:27
Case16,Turning & Milling Q.C.,res_6247693e-3837-43ad-900c-55837c9821a2,Role 3,2012-03-14 05:07:11,30,1,2012-03-14 01:39:47
Case18,Turning & Milling,res_6247693e-3837-43ad-900c-55837c9821a2,Role 1,2012-03-14 05:16:04,29,3,2012-03-14 00:25:50
Case9,Laser Marking,res_d1b01ca6-abf6-4d77-8a01-4dbec7bcc7b6,Role 4,2012-03-14 05:31:39,31,1,2012-03-14 02:54:35
Case19,Turning & Milling,res_0d752658-72ca-47b1-be2c-47d9e80e4142,Role 1,2012-03-14 06:00:53,30,3,2012-03-14 01:14:32
Case17,Turning & Milling Q.C.,res_6247693e-3837-43ad-900c-55837c9821a2,Role 3,2012-03-14 06:26:10,31,1,2012-03-14 03:00:36
Case3,Turning & Milling,res_ac948c1a-3036-4451-b03b-7eaf43c98c3c,Role 1,2012-03-14 06:52:13,32,4,2012-03-14 05:51:18
Case20,Turning & Milling,res_ac948c1a-3036-4451-b03b-7eaf43c98c3c,Role 1,2012-03-14 07:00:03,31,3,2012-03-14 02:29:05
Case4,Packing,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 5,2012-03-14 07:25:48,32,0,2012-03-14 06:22:10
Case18,Turning & Milling Q.C.,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 3,2012-03-14 07:50:36,31,1,2012-03-14 05:16:06
Case17,Laser Marking,res_f0091fdf-e247-4f0c-b34f-fcbd04d1790d,Role 4,2012-03-14 08:11:00,32,0,2012-03-14 06:26:12
Case19,Turning & Milling Q.C.,res_f0091fdf-e247-4f0c-b34f-fcbd04d1790d,Role 3,2012-03-14 08:24:49,32,2,2012-03-14 06:00:55
Case19,Nitration Q.C.,res_6251dfca-6daa-4247-b57d-24e99f444570,Role 3,2012-03-14 08:39:28,34,0,2012-03-14 08:24:51
Case19,Laser Marking,res_3353a27b-5fc3-4165-9ab1-3b656d42828b,Role 4,2012-03-14 08:39:30,34,0,2012-03-14 08:39:30
Case19,Flat Grinding,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 4,2012-03-14 08:45:05,34,0,2012-03-14 08:39:32
Case21,Rework Milling,res_d9aee90f-4d1a-49e6-b53a-d9560e0f83b9,Role 1,2012-03-14 08:46:21,32,0,2012-03-14 03:45:27
Case18,Turning & Milling,res_14be8770-cc09-4eed-99ed-d5b49d4aafc4,Role 1,2012-03-14 09:00:26,33,3,2012-03-14 07:50:38
Case20,Milling,res_671b558b-19d2-4bf6-92ea-2d8600564f7d,Role 1,2012-03-14 09:36:15,33,0,2012-03-14 07:00:05
Case18,Turning & Milling Q.C.,res_671b558b-19d2-4bf6-92ea-2d8600564f7d,Role 3,2012-03-14 09:43:49,34,0,2012-03-14 09:00:28
Case20,Final Inspection Q.C.,res_671b558b-19d2-4bf6-92ea-2d8600564f7d,Role 3,2012-03-14 09:48:15,34,0,2012-03-14 09:36:17
Case20,Grinding Rework,res_f705583e-34cd-40d0-bb36-3700196f1beb,Role 2,2012-03-14 09:48:17,35,0,2012-03-14 09:48:17
Case16,Round Grinding,res_f705583e-34cd-40d0-bb36-3700196f1beb,Role 2,2012-03-14 10:02:55,34,0,2012-03-14 08:06:55
Case21,Turning,res_f705583e-34cd-40d0-bb36-3700196f1beb,Role 1,2012-03-14 10:17:52,34,0,2012-03-14 08:46:23
Case21,Turning Q.C.,res_671b558b-19d2-4bf6-92ea-2d8600564f7d,Role 1,2012-03-14 10:17:54,35,0,2012-03-14 10:17:54
Case21,Turning & Milling,res_671b558b-19d2-4bf6-92ea-2d8600564f7d,Role 1,2012-03-14 10:17:56,35,4,2012-03-14 10:17:56
Case22,Turning & Milling,res_9ca52337-d0b6-4db2-984c-52efbdeeabb2,Role 1,2012-03-14 10:20:48,32,3,2012-03-14 05:48:03
Case21,Milling Q.C.,res_c787050c-6087-43d5-9501-f213fdbbf3a0,Role 1,2012-03-14 10:38:44,35,0,2012-03-14 10:17:58
Case14,Turn & Mill. & Screw Assem,res_c787050c-6087-43d5-9501-f213fdbbf3a0,Role 1,2012-03-14 10:44:21,34,0,2012-03-14 09:10:01
Case22,Change Version,res_6251dfca-6daa-4247-b57d-24e99f444570,Role 1,2012-03-14 11:17:17,35,0,2012-03-14 10:20:50
Case22,Final Inspection Q.C.,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 3,2012-03-14 11:17:19,35,1,2012-03-14 11:17:19
Case23,Turning & Milling,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 1,2012-03-14 11:27:02,33,4,2012-03-14 06:48:43
Case15,Round Grinding,res_3353a27b-5fc3-4165-9ab1-3b656d42828b,Role 2,2012-03-14 12:12:32,35,0,2012-03-14 10:44:43
Case17,Lapping,res_ac948c1a-3036-4451-b03b-7eaf43c98c3c,Role 4,2012-03-14 12:15:38,34,0,2012-03-14 11:53:15
Case24,Turning & Milling,res_17933228-a679-43cf-9a4a-dd959fc5bf7f,Role 1,2012-03-14 12:29:01,34,4,2012-03-14 08:00:59
