caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,Rework Milling,res_5fe6b37b-4555-4669-8cdb-b3e76729ed49,Role 1,2012-03-13 04:53:29,12,0,2012-03-13 01:30:34
Case2,Rework Milling,res_5ecc42b9-4662-41d6-a16d-64fa2eb8b378,Role 1,2012-03-13 05:38:05,13,1,2012-03-13 02:17:59
Case1,Turning & Milling,res_5ecc42b9-4662-41d6-a16d-64fa2eb8b378,Role 1,2012-03-13 06:58:53,15,1,2012-03-13 04:53:31
Case3,Change Version,res_6306f4b1-9642-46be-8c1a-06e4acdb6a8c,Role 1,2012-03-13 07:09:02,14,0,2012-03-13 03:35:55
Case2,Turning,res_97859b78-cdfb-4889-9684-5ff366f7c5c0,Role 1,2012-03-13 07:47:46,16,2,2012-03-13 05:38:07
Case4,Turning,res_97859b78-cdfb-4889-9684-5ff366f7c5c0,Role 1,2012-03-13 08:16:10,15,0,2012-03-13 04:36:34
Case1,Change Version,res_9395a565-9d77-45ab-ad20-68e72d435d27,Role 1,2012-03-13 08:16:31,17,2,2012-03-13 06:58:55
Case5,Turning,res_5fe6b37b-4555-4669-8cdb-b3e76729ed49,Role 1,2012-03-13 08:51:00,16,1,2012-03-13 05:13:26
Case3,Final Inspection Q.C.,res_31f24379-067e-4b85-bee7-acef77768860,Role 3,2012-03-13 09:38:43,17,0,2012-03-13 07:09:04
Case6,Change Version,res_db9b0544-6099-437d-9261-895921ba41eb,Role 1,2012-03-13 10:19:18,17,1,2012-03-13 06:36:04
Case2,Turning Q.C.,res_b452f630-27ac-4d0b-8e1e-9f96d28c4d4a,Role 1,2012-03-13 10:37:13,18,1,2012-03-13 08:50:04
Case4,Turning Q.C.,res_b452f630-27ac-4d0b-8e1e-9f96d28c4d4a,Role 1,2012-03-13 11:02:54,18,0,2012-03-13 08:16:12
Case7,Turning & Milling Q.C.,res_b452f630-27ac-4d0b-8e1e-9f96d28c4d4a,Role 3,2012-03-13 11:14:11,18,0,2012-03-13 07:15:32
Case5,Turning Q.C.,res_9395a565-9d77-45ab-ad20-68e72d435d27,Role 1,2012-03-13 11:31:31,18,2,2012-03-13 08:51:02
Case3,Grinding Rework,res_db9b0544-6099-437d-9261-895921ba41eb,Role 2,2012-03-13 12:13:19,19,0,2012-03-13 10:22:02
Case6,Final Inspection Q.C.,res_db9b0544-6099-437d-9261-895921ba41eb,Role 3,2012-03-13 13:10:38,19,0,2012-03-13 10:19:20
Case4,Turning & Milling,res_db9b0544-6099-437d-9261-895921ba41eb,Role 1,2012-03-13 13:23:09,20,4,2012-03-13 11:49:28
Case7,Turning & Milling,res_db9b0544-6099-437d-9261-895921ba41eb,Role 1,2012-03-13 13:36:55,19,2,2012-03-13 11:14:13
Case8,Turning & Milling,res_db9b0544-6099-437d-9261-895921ba41eb,Role 1,2012-03-13 13:50:33,19,1,2012-03-13 09:54:09
Case1,Final Inspection Q.C.,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 3,2012-03-13 13:50:37,21,1,2012-03-13 12:48:30
Case5,Turning & Milling,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 1,2012-03-13 14:10:29,20,5,2012-03-13 12:18:23
Case9,Turning & Milling,res_dfdbbf56-0b31-41e6-ad44-32f5fcbac7d1,Role 1,2012-03-13 15:08:47,20,3,2012-03-13 11:26:45
Case7,Turning & Milling Q.C.,res_820f2020-4f7a-459a-8fda-64c50951c14c,Role 3,2012-03-13 16:21:53,22,0,2012-03-13 14:20:12
Case10,Rework Milling,res_820f2020-4f7a-459a-8fda-64c50951c14c,Role 1,2012-03-13 16:26:37,21,0,2012-03-13 12:23:31
Case8,Laser Marking,res_0a2a7a2a-7ab1-461a-a769-97bb7ee9b2e9,Role 4,2012-03-13 16:43:25,22,0,2012-03-13 13:50:35
Case11,Turning & Milling,res_0a2a7a2a-7ab1-461a-a769-97bb7ee9b2e9,Role 1,2012-03-13 16:50:39,22,6,2012-03-13 13:07:30
Case6,Grinding Rework,res_6306f4b1-9642-46be-8c1a-06e4acdb6a8c,Role 2,2012-03-13 17:45:09,24,0,2012-03-13 15:21:30
Case2,Turning & Milling,res_db9b0544-6099-437d-9261-895921ba41eb,Role 1,2012-03-13 17:59:46,24,3,2012-03-13 16:29:51
Case9,Milling,res_5d88d058-b6fe-46ab-b8d0-35073bf811ca,Role 1,2012-03-13 18:10:50,24,0,2012-03-13 15:08:49
Case12,Turning & Milling,res_5d88d058-b6fe-46ab-b8d0-35073bf811ca,Role 1,2012-03-13 18:20:19,23,3,2012-03-13 14:20:14
Case3,Final Inspection Q.C.,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 3,2012-03-13 19:10:50,26,0,2012-03-13 18:03:48
Case13,Rework Milling,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 1,2012-03-13 19:26:06,24,1,2012-03-13 15:07:53
Case11,Milling,res_5d88d058-b6fe-46ab-b8d0-35073bf811ca,Role 1,2012-03-13 19:31:10,24,1,2012-03-13 16:50:41
Case10,Turning & Milling Q.C.,res_5d88d058-b6fe-46ab-b8d0-35073bf811ca,Role 3,2012-03-13 19:36:50,24,0,2012-03-13 16:26:39
Case8,Flat Grinding,res_5d88d058-b6fe-46ab-b8d0-35073bf811ca,Role 4,2012-03-13 20:22:52,27,0,2012-03-13 18:26:47
Case14,Turning & Milling,res_5d88d058-b6fe-46ab-b8d0-35073bf811ca,Role 1,2012-03-13 20:47:38,25,3,2012-03-13 16:53:29
Case12,Turning & Milling Q.C.,res_5fe6b37b-4555-4669-8cdb-b3e76729ed49,Role 3,2012-03-13 20:59:16,26,1,2012-03-13 18:20:21
Case15,Turning & Milling,res_6306f4b1-9642-46be-8c1a-06e4acdb6a8c,Role 1,2012-03-13 21:45:36,26,4,2012-03-13 17:52:08
Case16,Turning & Milling,res_9395a565-9d77-45ab-ad20-68e72d435d27,Role 1,2012-03-13 22:04:07,27,3,2012-03-13 18:21:40
Case13,Turning & Milling Q.C.,res_5ceb2f47-1f45-4f44-b120-d04b3037866b,Role 3,2012-03-13 22:23:01,27,2,2012-03-13 19:26:08
Case4,Milling Q.C.,res_5ceb2f47-1f45-4f44-b120-d04b3037866b,Role 1,2012-03-13 22:47:17,28,1,2012-03-13 21:13:26
Case14,Laser Marking,res_820f2020-4f7a-459a-8fda-64c50951c14c,Role 4,2012-03-13 23:33:41,27,0,2012-03-13 20:47:40
Case16,Milling,res_3831477e-3930-444b-8445-4c80fd51ff70,Role 1,2012-03-14 00:25:26,29,0,2012-03-13 22:04:09
Case1,Round Grinding,res_97859b78-cdfb-4889-9684-5ff366f7c5c0,Role 2,2012-03-14 00:43:29,30,0,2012-03-13 23:33:16
Case15,Turning & Milling Q.C.,res_97859b78-cdfb-4889-9684-5ff366f7c5c0,Role 3,2012-03-14 00:44:09,28,1,2012-03-13 21:45:38
Case17,Milling Q.C.,res_5ecc42b9-4662-41d6-a16d-64fa2eb8b378,Role 1,2012-03-14 01:13:35,28,0,2012-03-13 20:56:22
Case9,Final Inspection Q.C.,res_c84e0ec4-910a-45e7-883d-448d90a7b6a5,Role 3,2012-03-14 01:33:29,29,0,2012-03-13 23:01:01
Case5,Turning & Milling,res_c84e0ec4-910a-45e7-883d-448d90a7b6a5,Role 1,2012-03-14 01:52:37,30,1,2012-03-14 00:14:10
Case16,Final Inspection Q.C.,res_c84e0ec4-910a-45e7-883d-448d90a7b6a5,Role 3,2012-03-14 02:00:04,31,1,2012-03-14 00:25:28
Case18,Turning,res_c84e0ec4-910a-45e7-883d-448d90a7b6a5,Role 1,2012-03-14 02:12:28,29,0,2012-03-13 21:53:04
Case2,Laser Marking,res_9395a565-9d77-45ab-ad20-68e72d435d27,Role 4,2012-03-14 02:29:33,32,1,2012-03-14 01:19:10
Case15,Laser Marking,res_9395a565-9d77-45ab-ad20-68e72d435d27,Role 4,2012-03-14 03:01:16,31,0,2012-03-14 00:44:11
Case6,Packing,res_97859b78-cdfb-4889-9684-5ff366f7c5c0,Role 5,2012-03-14 03:11:46,32,1,2012-03-14 01:21:04
Case14,Final Inspection Q.C.,res_97859b78-cdfb-4889-9684-5ff366f7c5c0,Role 3,2012-03-14 03:17:27,32,2,2012-03-14 01:24:55
Case19,Rework Milling,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 1,2012-03-14 03:31:43,30,0,2012-03-13 23:11:14
Case7,Turning & Milling,res_db9b0544-6099-437d-9261-895921ba41eb,Role 1,2012-03-14 04:12:48,33,2,2012-03-14 02:35:44
Case17,Packing,res_db9b0544-6099-437d-9261-895921ba41eb,Role 5,2012-03-14 04:17:06,32,0,2012-03-14 01:13:37
Case8,Laser Marking,res_80787501-b988-4c2f-a2b8-dc0dd21d3d9d,Role 4,2012-03-14 04:26:33,33,0,2012-03-14 03:21:38
Case20,Rework Milling,res_80787501-b988-4c2f-a2b8-dc0dd21d3d9d,Role 1,2012-03-14 04:50:49,31,1,2012-03-14 00:16:26
Case12,Turning & Milling,res_5ceb2f47-1f45-4f44-b120-d04b3037866b,Role 1,2012-03-14 04:51:05,33,3,2012-03-14 02:44:47
Case11,Final Inspection Q.C.,res_5ecc42b9-4662-41d6-a16d-64fa2eb8b378,Role 3,2012-03-14 05:19:52,33,1,2012-03-14 03:11:16
Case18,Turning Q.C.,res_5ecc42b9-4662-41d6-a16d-64fa2eb8b378,Role 1,2012-03-14 05:45:57,32,0,2012-03-14 02:12:30
Case20,Milling Q.C.,res_0a2a7a2a-7ab1-461a-a769-97bb7ee9b2e9,Role 1,2012-03-14 05:49:04,34,1,2012-03-14 04:50:51
Case20,Packing,res_55f32c50-ad4b-4a40-bca1-f86c6e40299b,Role 5,2012-03-14 05:49:06,35,0,2012-03-14 05:49:06
Case20,Final Inspection Q.C.,res_5d88d058-b6fe-46ab-b8d0-35073bf811ca,Role 3,2012-03-14 05:49:08,35,0,2012-03-14 05:49:08
Case20,Round Grinding,res_519a592c-74fc-4e71-9a31-b3e1a22aadec,Role 2,2012-03-14 05:49:10,35,1,2012-03-14 05:49:10
Case21,Milling Q.C.,res_519a592c-74fc-4e71-9a31-b3e1a22aadec,Role 1,2012-03-14 06:04:40,32,1,2012-03-14 01:10:42
Case17,Round  Q.C.,res_820f2020-4f7a-459a-8fda-64c50951c14c,Role 1,2012-03-14 06:22:43,35,0,2012-03-14 05:13:48
Case1,Laser Marking,res_820f2020-4f7a-459a-8fda-64c50951c14c,Role 4,2012-03-14 06:43:22,35,0,2012-03-14 06:08:17
Case3,Grinding Rework,res_820f2020-4f7a-459a-8fda-64c50951c14c,Role 2,2012-03-14 06:45:07,35,0,2012-03-14 06:08:51
Case19,Change Version,res_820f2020-4f7a-459a-8fda-64c50951c14c,Role 1,2012-03-14 06:51:17,33,0,2012-03-14 03:31:45
Case10,Round Grinding,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 2,2012-03-14 07:05:34,34,0,2012-03-14 04:22:52
Case21,Packing,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 5,2012-03-14 07:09:42,35,0,2012-03-14 06:04:42
Case22,Turning & Milling,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 1,2012-03-14 07:24:59,33,1,2012-03-14 02:27:57
Case18,Turning & Milling,res_5ceb2f47-1f45-4f44-b120-d04b3037866b,Role 1,2012-03-14 07:27:13,35,3,2012-03-14 05:45:59
Case19,Final Inspection Q.C.,res_5ceb2f47-1f45-4f44-b120-d04b3037866b,Role 3,2012-03-14 07:57:35,35,0,2012-03-14 06:51:19
Case15,Flat Grinding,res_6306f4b1-9642-46be-8c1a-06e4acdb6a8c,Role 4,2012-03-14 08:12:36,35,0,2012-03-14 07:05:21
Case23,Turning & Milling,res_6306f4b1-9642-46be-8c1a-06e4acdb6a8c,Role 1,2012-03-14 08:41:27,34,4,2012-03-14 04:02:50
Case24,Rework Milling,res_3831477e-3930-444b-8445-4c80fd51ff70,Role 1,2012-03-14 09:29:56,35,0,2012-03-14 05:10:11
Case22,Laser Marking,res_5ceb2f47-1f45-4f44-b120-d04b3037866b,Role 4,2012-03-14 09:46:57,34,0,2012-03-14 07:25:01
Case8,Flat Grinding,res_1bb66745-b580-4317-9f53-bea1014c1630,Role 4,2012-03-14 10:05:14,36,0,2012-03-14 09:50:05
Case3,Final Inspection Q.C.,res_c84e0ec4-910a-45e7-883d-448d90a7b6a5,Role 3,2012-03-14 10:08:09,36,2,2012-03-14 10:07:12
Case1,Flat Grinding,res_c84e0ec4-910a-45e7-883d-448d90a7b6a5,Role 4,2012-03-14 10:08:32,36,1,2012-03-14 09:53:01
Case20,Packing,res_dd576d2f-97cf-478e-b30c-0af0d36592cc,Role 5,2012-03-14 10:10:08,36,1,2012-03-14 10:10:08
Case14,Packing,res_dd576d2f-97cf-478e-b30c-0af0d36592cc,Role 5,2012-03-14 10:12:16,36,0,2012-03-14 08:59:05
Case6,Final Inspection Q.C.,res_b452f630-27ac-4d0b-8e1e-9f96d28c4d4a,Role 3,2012-03-14 10:21:30,36,0,2012-03-14 09:16:25
Case23,Turning,res_31f24379-067e-4b85-bee7-acef77768860,Role 1,2012-03-14 10:26:50,36,0,2012-03-14 08:41:29
Case22,Final Inspection Q.C.,res_dfdbbf56-0b31-41e6-ad44-32f5fcbac7d1,Role 3,2012-03-14 10:30:46,36,1,2012-03-14 09:46:59
Case22,Grinding Rework,res_11bed585-9159-46ba-819a-b6ee844c8c1e,Role 2,2012-03-14 10:30:48,37,0,2012-03-14 10:30:48
Case23,Turning Q.C.,res_11bed585-9159-46ba-819a-b6ee844c8c1e,Role 1,2012-03-14 10:32:32,37,0,2012-03-14 10:26:52
Case23,Turning & Milling,res_31f24379-067e-4b85-bee7-acef77768860,Role 1,2012-03-14 10:32:34,37,2,2012-03-14 10:32:34
Case12,Change Version,res_9395a565-9d77-45ab-ad20-68e72d435d27,Role 1,2012-03-14 10:33:54,36,0,2012-03-14 09:17:33
Case24,Milling Q.C.,res_9395a565-9d77-45ab-ad20-68e72d435d27,Role 1,2012-03-14 10:44:02,36,0,2012-03-14 09:29:58
