caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,A,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 11:52:31,4,0,2021-01-20 11:46:15
Case1,B,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 13:02:27,5,1,2021-01-20 12:58:08
Case2,B,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 13:03:34,5,0,2021-01-20 12:57:18
Case3,A,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 13:35:32,6,0,2021-01-20 13:29:15
Case1,G,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 14:15:23,6,0,2021-01-20 14:13:50
Case1,F,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 14:21:44,6,0,2021-01-20 14:15:23
Case1,D,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 14:30:16,6,0,2021-01-20 14:22:27
Case2,G,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 14:34:09,6,0,2021-01-20 14:29:44
Case1,H,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 14:34:28,6,0,2021-01-20 14:31:06
Case4,A,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 14:39:47,7,0,2021-01-20 14:33:30
Case1,C,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 14:39:48,7,0,2021-01-20 14:35:18
Case1,E,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 14:41:20,7,0,2021-01-20 14:40:30
Case3,B,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 15:22:27,7,0,2021-01-20 15:18:03
Case5,A,res_173a42df-cfc3-440d-adfc-1eef93f57652,Role 5,2021-01-20 15:45:59,8,0,2021-01-20 15:39:42
