caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,B,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 11:35:48,4,0,2021-01-20 11:29:32
Case2,B,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 12:19:40,5,0,2021-01-20 12:13:24
Case1,G,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 12:46:22,5,0,2021-01-20 12:41:58
Case3,A,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 13:23:07,6,0,2021-01-20 13:16:50
Case2,G,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 13:50:14,6,0,2021-01-20 13:45:50
Case1,F,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 14:13:36,6,0,2021-01-20 14:12:02
Case1,D,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 14:19:57,6,0,2021-01-20 14:13:36
Case1,H,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 14:28:26,6,0,2021-01-20 14:20:43
Case1,C,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 14:32:31,6,0,2021-01-20 14:29:09
Case1,E,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 14:37:57,6,0,2021-01-20 14:33:26
Case1,I,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 14:40:39,6,0,2021-01-20 14:39:49
Case3,B,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:10:02,6,0,2021-01-20 15:05:38
Case4,A,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:15:37,7,0,2021-01-20 15:09:20
Case2,F,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:19:05,7,0,2021-01-20 15:17:36
Case2,D,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:25:26,7,0,2021-01-20 15:19:05
Case2,H,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:33:42,7,0,2021-01-20 15:25:52
Case2,C,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:37:09,7,0,2021-01-20 15:33:53
Case2,E,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:42:03,7,0,2021-01-20 15:37:22
Case2,I,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:44:03,7,0,2021-01-20 15:43:14
Case5,A,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 15:50:41,8,0,2021-01-20 15:44:24
Case3,G,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 16:28:28,9,0,2021-01-20 16:27:00
Case6,A,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 16:32:12,9,0,2021-01-20 16:25:55
Case1,J,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 16:32:14,8,0,2021-01-20 16:25:19
Case3,F,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 16:34:50,9,0,2021-01-20 16:28:28
Case3,D,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 16:42:39,9,0,2021-01-20 16:34:50
Case3,H,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 16:45:52,9,0,2021-01-20 16:42:39
Case3,C,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 16:50:41,9,0,2021-01-20 16:45:52
Case3,E,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 16:51:33,9,0,2021-01-20 16:50:41
Case4,B,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 17:15:19,9,0,2021-01-20 17:11:02
Case1,K,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 17:32:12,9,0,2021-01-20 17:32:03
Case2,J,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 17:38:22,9,0,2021-01-20 17:31:29
Case7,A,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 17:54:45,10,0,2021-01-20 17:48:28
Case5,B,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 17:59:20,10,0,2021-01-20 17:54:56
Case8,A,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:25:58,11,0,2021-01-20 18:19:41
Case1,N,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:26:13,10,0,2021-01-20 18:19:30
Case6,B,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:34:46,11,0,2021-01-20 18:30:30
Case4,G,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:36:40,11,0,2021-01-20 18:35:20
Case2,P,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:42:45,11,0,2021-01-20 18:42:35
Case4,F,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:43:03,11,0,2021-01-20 18:36:40
Case3,I,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:50:30,11,0,2021-01-20 18:43:36
Case4,D,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:50:55,11,0,2021-01-20 18:43:03
Case4,H,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:54:06,11,0,2021-01-20 18:50:55
Case4,C,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:59:01,11,0,2021-01-20 18:54:06
Case4,E,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 18:59:52,11,0,2021-01-20 18:59:01
Case5,G,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 19:16:14,11,0,2021-01-20 19:14:57
Case5,F,res_86eccc28-5d2f-44c7-8cb6-6459e6a1ea6c,Role 5,2021-01-20 19:22:47,11,0,2021-01-20 19:16:24
