caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,A,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 11:24:06,4,0,2021-01-20 11:17:50
Case2,A,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 12:19:02,5,0,2021-01-20 12:12:46
Case1,B,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 12:34:06,5,0,2021-01-20 12:29:43
Case2,B,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 13:49:02,6,1,2021-01-20 13:44:43
Case3,B,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 13:49:05,6,0,2021-01-20 13:42:48
Case1,G,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 14:01:29,7,0,2021-01-20 13:59:52
Case4,B,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 14:02:26,7,0,2021-01-20 13:56:09
Case1,F,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 14:07:57,7,0,2021-01-20 14:01:37
Case1,D,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 14:16:03,7,0,2021-01-20 14:08:22
Case1,H,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 14:19:26,7,0,2021-01-20 14:16:03
Case1,C,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 14:24:08,7,0,2021-01-20 14:19:39
Case1,E,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 14:26:02,7,0,2021-01-20 14:25:09
Case5,A,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 14:54:25,8,0,2021-01-20 14:48:08
Case2,G,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 15:07:51,8,0,2021-01-20 15:06:22
Case2,F,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 15:14:12,8,0,2021-01-20 15:07:51
Case2,D,res_505dcafc-0f00-40b4-b7be-037ad89bd6ed,Role 5,2021-01-20 15:22:04,8,0,2021-01-20 15:14:12
