caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case8,W_Handle leads,res_ce461068-0da0-4f86-b5cb-62a3cfbb1a5b,Role 1,2016-10-24 09:09:36,1030,0,2016-10-24 09:09:27
Case7,W_Handle leads,res_ef663240-1cb6-4f73-97c0-710e908ffb74,Role 1,2016-10-24 09:11:55,1031,0,2016-10-24 09:11:46
Case2,W_Handle leads,res_40f29668-5c1d-4708-85da-ebed4b8ce805,Role 1,2016-10-24 09:14:39,1032,0,2016-10-24 09:14:30
Case10,W_Complete application,res_3ba0621d-d948-4375-99cf-f7d833bfddac,Role 1,2016-10-24 09:19:59,1033,1,2016-10-24 09:17:47
Case10,W_Shortened completion,res_8ffeb9be-ea2f-484a-8984-82bf8e1f30e4,Role 1,2016-10-24 09:21:08,1033,0,2016-10-24 09:20:04
Case11,W_Handle leads,res_910d5d0c-20be-459c-8001-2429051ded7f,Role 1,2016-10-24 09:22:34,1034,0,2016-10-24 09:22:25
Case6,W_Complete application,res_dd96b5c3-7716-459a-92f5-12f395ea0db7,Role 1,2016-10-24 09:29:22,1035,1,2016-10-24 09:27:10
Case6,W_Shortened completion,res_f8969985-1cbf-4c00-bd3a-e488f748d85a,Role 1,2016-10-24 09:30:31,1035,0,2016-10-24 09:29:27
Case8,W_Complete application,res_61a258b7-5138-43ae-b7bd-c7ed0018f43a,Role 1,2016-10-24 09:33:20,1035,1,2016-10-24 09:30:54
Case12,W_Complete application,res_61a258b7-5138-43ae-b7bd-c7ed0018f43a,Role 1,2016-10-24 09:35:10,1036,2,2016-10-24 09:32:58
Case7,W_Complete application,res_f66237b7-58d8-435c-a418-c30b86bfcfeb,Role 1,2016-10-24 09:35:41,1036,3,2016-10-24 09:33:12
Case12,W_Shortened completion,res_f973f578-58bb-40fb-9c35-855b2c503318,Role 1,2016-10-24 09:36:15,1036,0,2016-10-24 09:35:15
Case2,W_Complete application,res_f973f578-58bb-40fb-9c35-855b2c503318,Role 1,2016-10-24 09:38:21,1036,1,2016-10-24 09:35:55
Case1,W_Handle leads,res_3ba0621d-d948-4375-99cf-f7d833bfddac,Role 1,2016-10-24 09:40:30,1037,0,2016-10-24 09:40:21
Case5,W_Handle leads,res_2cb45ce5-3d74-4887-92c2-c41a24a58da7,Role 1,2016-10-24 09:43:41,1038,0,2016-10-24 09:43:32
Case11,W_Complete application,res_51030052-31f7-4c47-8876-54607d02da61,Role 1,2016-10-24 09:46:14,1038,1,2016-10-24 09:43:48
Case4,W_Handle leads,res_3d423bc5-208b-4a1c-ba43-030a9c25a94b,Role 1,2016-10-24 09:51:15,1039,0,2016-10-24 09:51:06
Case1,W_Complete application,res_19d19652-c01b-4bf6-9ddc-c17c4bad5f8a,Role 1,2016-10-24 10:04:07,1039,1,2016-10-24 10:01:42
Case9,W_Complete application,res_aee4eceb-9ddc-4c0e-b320-aa73379e35c1,Role 1,2016-10-24 10:05:02,1040,2,2016-10-24 10:02:50
Case5,W_Complete application,res_aee4eceb-9ddc-4c0e-b320-aa73379e35c1,Role 1,2016-10-24 10:07:19,1040,2,2016-10-24 10:04:52
Case3,W_Handle leads,res_57e8e714-3632-4a48-bab4-81666da53934,Role 1,2016-10-24 10:08:23,1041,0,2016-10-24 10:08:14
Case4,W_Complete application,res_e6c12c15-f500-4dd0-adba-24e36d6f25d6,Role 1,2016-10-24 10:14:50,1041,1,2016-10-24 10:12:25
Case14,W_Complete application,res_e6c12c15-f500-4dd0-adba-24e36d6f25d6,Role 1,2016-10-24 10:16:37,1042,2,2016-10-24 10:14:25
Case19,W_Handle leads,res_9fc4d443-650b-4ec4-b333-d7af5e35b0af,Role 1,2016-10-24 10:17:21,1043,0,2016-10-24 10:17:12
Case14,W_Shortened completion,res_9fc4d443-650b-4ec4-b333-d7af5e35b0af,Role 1,2016-10-24 10:17:41,1042,0,2016-10-24 10:16:42
Case22,W_Complete application,res_2730c4e2-a0ba-4262-9ddb-caacd8c36bbe,Role 1,2016-10-24 10:25:13,1044,1,2016-10-24 10:23:01
Case3,W_Complete application,res_3ce0d70c-d481-40e4-b51f-e83994484ba3,Role 1,2016-10-24 10:31:56,1044,1,2016-10-24 10:29:31
Case15,W_Complete application,res_af609e49-20c1-4553-bebd-3c80e2f606c1,Role 1,2016-10-24 10:34:15,1045,1,2016-10-24 10:32:03
Case20,W_Complete application,res_d801446c-3158-494d-a89e-f99671aaea67,Role 1,2016-10-24 10:35:51,1046,2,2016-10-24 10:33:39
Case20,W_Shortened completion,res_40f4d476-8550-4141-b202-5563ac57ca54,Role 1,2016-10-24 10:36:54,1047,0,2016-10-24 10:35:56
Case13,W_Complete application,res_40f4d476-8550-4141-b202-5563ac57ca54,Role 1,2016-10-24 10:36:58,1047,2,2016-10-24 10:34:46
Case13,W_Shortened completion,res_91927042-6a37-4c64-af06-eaea4cc41c04,Role 1,2016-10-24 10:38:02,1047,0,2016-10-24 10:37:03
Case19,W_Complete application,res_91927042-6a37-4c64-af06-eaea4cc41c04,Role 1,2016-10-24 10:39:36,1047,1,2016-10-24 10:37:12
Case9,W_Call after offers,res_5b35728c-fac9-4b82-94f0-d7820a960379,Role 1,2016-10-24 10:46:27,1047,1,2016-10-24 10:45:46
Case18,W_Complete application,res_9fc4d443-650b-4ec4-b333-d7af5e35b0af,Role 1,2016-10-24 10:55:57,1048,1,2016-10-24 10:53:46
Case21,W_Handle leads,res_b0f1593a-ef71-49e9-8cc3-226bac35aad1,Role 1,2016-10-24 10:59:07,1049,0,2016-10-24 10:58:58
Case17,W_Handle leads,res_dd3a2cd7-4fc2-4e19-bcd2-d48dce438c3a,Role 1,2016-10-24 11:02:26,1050,0,2016-10-24 11:02:17
Case16,W_Handle leads,res_3996f2ab-8969-4577-8c95-1e4ea30b10a4,Role 1,2016-10-24 11:08:09,1051,0,2016-10-24 11:08:00
Case22,W_Call after offers,res_af609e49-20c1-4553-bebd-3c80e2f606c1,Role 1,2016-10-24 11:08:54,1051,1,2016-10-24 11:08:12
Case25,W_Complete application,res_d74708cd-12c7-44e9-894e-82d0c34abbdd,Role 1,2016-10-24 11:11:57,1052,1,2016-10-24 11:09:46
Case34,W_Handle leads,res_49656d5f-42e2-4f0b-886d-1dd7a6549d01,Role 1,2016-10-24 11:12:22,1054,0,2016-10-24 11:12:13
Case25,W_Shortened completion,res_49656d5f-42e2-4f0b-886d-1dd7a6549d01,Role 1,2016-10-24 11:13:03,1053,0,2016-10-24 11:12:02
Case33,W_Complete application,res_2730c4e2-a0ba-4262-9ddb-caacd8c36bbe,Role 1,2016-10-24 11:13:47,1053,2,2016-10-24 11:11:35
Case27,W_Complete application,res_bcb11c06-2346-41fa-8b8e-c535b3e315c3,Role 1,2016-10-24 11:15:26,1055,2,2016-10-24 11:13:14
Case15,W_Call after offers,res_0681886d-f8a9-49b6-83b9-8c6b173a0d9c,Role 1,2016-10-24 11:15:32,1055,1,2016-10-24 11:14:49
Case27,W_Shortened completion,res_0681886d-f8a9-49b6-83b9-8c6b173a0d9c,Role 1,2016-10-24 11:16:28,1055,0,2016-10-24 11:15:31
Case21,W_Complete application,res_34ed1be9-d1c6-4d78-a869-0f81f2e6fbec,Role 1,2016-10-24 11:22:33,1055,1,2016-10-24 11:20:09
Case17,W_Complete application,res_4f6c8c3b-184d-492e-bfa0-7c92c4d2d167,Role 1,2016-10-24 11:25:51,1055,1,2016-10-24 11:23:27
Case26,W_Handle leads,res_3996f2ab-8969-4577-8c95-1e4ea30b10a4,Role 1,2016-10-24 11:29:47,1056,0,2016-10-24 11:29:38
Case23,W_Handle leads,res_fe9f550d-f200-4c34-9624-7a0d1d1fa64b,Role 1,2016-10-24 11:30:36,1057,0,2016-10-24 11:30:27
Case16,W_Complete application,res_32578bff-93dd-4654-91f3-01b9c7105142,Role 1,2016-10-24 11:31:33,1055,1,2016-10-24 11:29:09
Case34,W_Complete application,res_32578bff-93dd-4654-91f3-01b9c7105142,Role 1,2016-10-24 11:33:19,1057,2,2016-10-24 11:30:53
Case29,W_Handle leads,res_13ab46e3-1194-4a4e-905a-a5cec166f06a,Role 1,2016-10-24 11:35:17,1058,0,2016-10-24 11:35:08
Case18,W_Call after offers,res_50c6ba89-96dd-44f1-95ed-ba94868fad21,Role 1,2016-10-24 11:39:31,1058,1,2016-10-24 11:38:49
Case35,W_Complete application,res_50c6ba89-96dd-44f1-95ed-ba94868fad21,Role 1,2016-10-24 11:42:11,1059,1,2016-10-24 11:40:00
Case35,W_Shortened completion,res_4b4cbf91-8023-44a8-a4b1-baf09d0e5d38,Role 1,2016-10-24 11:43:16,1059,0,2016-10-24 11:42:16
Case32,W_Handle leads,res_51030052-31f7-4c47-8876-54607d02da61,Role 1,2016-10-24 11:45:07,1060,0,2016-10-24 11:44:58
Case24,W_Handle leads,res_bf5165bf-93fc-4b0a-b19b-b89b1b6e1eda,Role 1,2016-10-24 11:47:52,1061,0,2016-10-24 11:47:43
Case26,W_Complete application,res_4b4cbf91-8023-44a8-a4b1-baf09d0e5d38,Role 1,2016-10-24 11:51:51,1061,1,2016-10-24 11:49:28
Case23,W_Complete application,res_4b4cbf91-8023-44a8-a4b1-baf09d0e5d38,Role 1,2016-10-24 11:52:42,1061,2,2016-10-24 11:50:17
Case33,W_Call after offers,res_2cb45ce5-3d74-4887-92c2-c41a24a58da7,Role 1,2016-10-24 11:54:47,1061,1,2016-10-24 11:54:06
Case31,W_Handle leads,res_c0cbf638-ad78-428d-bf88-dda1ab65faee,Role 1,2016-10-24 11:57:55,1062,0,2016-10-24 11:57:46
Case29,W_Complete application,res_c0cbf638-ad78-428d-bf88-dda1ab65faee,Role 1,2016-10-24 11:58:35,1061,1,2016-10-24 11:56:12
Case28,W_Handle leads,res_57e8e714-3632-4a48-bab4-81666da53934,Role 1,2016-10-24 12:00:51,1063,0,2016-10-24 12:00:42
Case32,W_Complete application,res_fe9f550d-f200-4c34-9624-7a0d1d1fa64b,Role 1,2016-10-24 12:08:23,1063,1,2016-10-24 12:06:00
Case30,W_Complete application,res_87056e2b-eb71-49ae-9a8f-bbafb1de6a7f,Role 1,2016-10-24 12:09:05,1064,2,2016-10-24 12:06:53
Case43,W_Handle leads,res_3a650ae1-ea1d-44d9-8c9b-8794adaf9da1,Role 1,2016-10-24 12:09:29,1065,0,2016-10-24 12:09:20
Case30,W_Shortened completion,res_3a650ae1-ea1d-44d9-8c9b-8794adaf9da1,Role 1,2016-10-24 12:10:06,1064,0,2016-10-24 12:09:10
Case24,W_Complete application,res_3a650ae1-ea1d-44d9-8c9b-8794adaf9da1,Role 1,2016-10-24 12:11:09,1064,2,2016-10-24 12:08:44
Case39,W_Complete application,res_e47dbc24-f5aa-4b54-a5d4-70e60d0dbd30,Role 1,2016-10-24 12:17:46,1066,1,2016-10-24 12:15:35
Case39,W_Shortened completion,res_233fa9bf-e6cb-42e9-a83f-07d639a5f434,Role 1,2016-10-24 12:18:50,1066,0,2016-10-24 12:17:51
Case31,W_Complete application,res_233fa9bf-e6cb-42e9-a83f-07d639a5f434,Role 1,2016-10-24 12:19:57,1066,2,2016-10-24 12:17:32
Case37,W_Complete application,res_34ed1be9-d1c6-4d78-a869-0f81f2e6fbec,Role 1,2016-10-24 12:23:25,1067,1,2016-10-24 12:21:14
Case46,W_Complete application,res_34ed1be9-d1c6-4d78-a869-0f81f2e6fbec,Role 1,2016-10-24 12:23:49,1068,2,2016-10-24 12:21:37
Case28,W_Complete application,res_34ed1be9-d1c6-4d78-a869-0f81f2e6fbec,Role 1,2016-10-24 12:24:08,1068,3,2016-10-24 12:21:42
