caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case6,W_Handle leads,res_88a059b2-fdcf-4e9a-a492-acec748c7ce2,Role 1,2016-10-24 09:15:42,1030,0,2016-10-24 09:15:33
Case2,W_Handle leads,res_11c6789a-a01f-46ee-8bf5-24d5561b5047,Role 1,2016-10-24 09:25:07,1031,0,2016-10-24 09:24:58
Case1,W_Handle leads,res_83171254-4980-4bc1-96bc-34931a0c8bef,Role 1,2016-10-24 09:31:08,1032,0,2016-10-24 09:30:59
Case6,W_Complete application,res_db6797d5-7d36-443f-b45c-2cc00a7dc1e7,Role 1,2016-10-24 09:39:26,1032,1,2016-10-24 09:37:00
Case3,W_Complete application,res_195e888e-1f9e-4421-a349-da3a2cdedbbe,Role 1,2016-10-24 09:47:49,1033,1,2016-10-24 09:45:37
Case2,W_Complete application,res_c28a2785-0ec3-4be0-9c45-41fd74003ed0,Role 1,2016-10-24 09:48:52,1033,2,2016-10-24 09:46:24
Case3,W_Shortened completion,res_c28a2785-0ec3-4be0-9c45-41fd74003ed0,Role 1,2016-10-24 09:48:57,1034,0,2016-10-24 09:47:54
Case5,W_Complete application,res_c28a2785-0ec3-4be0-9c45-41fd74003ed0,Role 1,2016-10-24 09:49:44,1034,3,2016-10-24 09:47:32
Case5,W_Shortened completion,res_3af778ca-fc12-4634-969d-d7c91c5b0d64,Role 1,2016-10-24 09:50:46,1034,0,2016-10-24 09:49:49
Case1,W_Complete application,res_e725ab45-deb4-49d7-80f2-8a9af10d9015,Role 1,2016-10-24 09:54:50,1034,1,2016-10-24 09:52:24
Case4,W_Complete application,res_9844b57e-2032-4524-a102-99b3d6d10a94,Role 1,2016-10-24 10:00:40,1035,1,2016-10-24 09:58:28
Case4,W_Shortened completion,res_bffcf5d9-dea1-4307-b0ca-069c89c0c831,Role 1,2016-10-24 10:01:48,1035,0,2016-10-24 10:00:45
Case14,W_Complete application,res_83171254-4980-4bc1-96bc-34931a0c8bef,Role 1,2016-10-24 10:17:02,1036,1,2016-10-24 10:14:50
Case14,W_Shortened completion,res_4fad0c9b-2a7f-42be-808f-a0c529e65683,Role 1,2016-10-24 10:18:10,1036,0,2016-10-24 10:17:07
