caseid,task,start_timestamp,end_timestamp,resource
0,Start,2022-07-05 13:59:38.0,2022-07-05 13:59:38.0,SYSTEM
1,Start,2022-07-05 14:21:20.71,2022-07-05 14:21:20.71,SYSTEM
2,Start,2022-07-05 14:21:28.488,2022-07-05 14:21:28.488,SYSTEM
3,Start,2022-07-05 14:58:17.203,2022-07-05 14:58:17.203,SYSTEM
2,A_SUBMITTED,2022-07-05 14:21:28.488,2022-07-05 15:24:10.096,SYSTEM
2,A_PARTLYSUBMITTED,2022-07-05 15:24:10.096,2022-07-05 15:26:16.213,SYSTEM
2,W_Fix_incomplete_submission,2022-07-05 15:26:16.213,2022-07-05 15:29:50.683,SYSTEM
0,A_SUBMITTED,2022-07-05 13:59:38.0,2022-07-05 15:50:49.719,SYSTEM
2,A_PREACCEPTED,2022-07-05 15:29:50.683,2022-07-05 15:53:07.507,SYSTEM
4,Start,2022-07-05 15:58:56.917,2022-07-05 15:58:56.917,SYSTEM
2,W_Complete_preaccepted_appl,2022-07-05 15:53:07.507,2022-07-05 15:59:55.927,SYSTEM
5,Start,2022-07-05 16:02:15.353,2022-07-05 16:02:15.353,SYSTEM
4,A_SUBMITTED,2022-07-05 15:58:56.917,2022-07-05 16:04:13.433,SYSTEM
3,A_SUBMITTED,2022-07-05 14:58:17.203,2022-07-05 16:08:03.875,SYSTEM
2,A_ACCEPTED,2022-07-05 15:59:55.927,2022-07-05 16:15:08.19,SYSTEM
2,A_FINALIZED,2022-07-05 16:15:08.19,2022-07-05 16:15:39.174,SYSTEM
1,A_SUBMITTED,2022-07-05 14:21:20.71,2022-07-05 16:22:11.307,SYSTEM
2,O_SELECTED,2022-07-05 16:15:39.174,2022-07-05 16:25:42.609,SYSTEM
0,A_PARTLYSUBMITTED,2022-07-05 15:50:49.719,2022-07-05 16:33:28.857,SYSTEM
2,O_CREATED,2022-07-05 16:25:42.609,2022-07-05 16:36:44.397,SYSTEM
4,A_PARTLYSUBMITTED,2022-07-05 16:04:13.433,2022-07-05 16:43:32.728,SYSTEM
6,Start,2022-07-05 16:49:23.093,2022-07-05 16:49:23.093,SYSTEM
4,W_Fix_incomplete_submission,2022-07-05 16:43:32.728,2022-07-05 16:51:38.681,SYSTEM
1,A_PARTLYSUBMITTED,2022-07-05 16:22:11.307,2022-07-05 16:55:19.111,SYSTEM
4,A_PREACCEPTED,2022-07-05 16:51:38.681,2022-07-05 16:57:06.33,SYSTEM
4,W_Complete_preaccepted_appl,2022-07-05 16:57:06.33,2022-07-05 17:15:48.634,SYSTEM
4,A_ACCEPTED,2022-07-05 17:15:48.634,2022-07-05 17:17:04.187,SYSTEM
2,O_SENT,2022-07-05 16:36:44.397,2022-07-05 17:27:09.554,SYSTEM
6,A_SUBMITTED,2022-07-05 16:49:23.093,2022-07-05 17:27:28.514,SYSTEM
2,W_Call_after_offer,2022-07-05 17:27:09.554,2022-07-05 17:28:28.102,SYSTEM
4,A_FINALIZED,2022-07-05 17:17:04.187,2022-07-05 17:32:32.579,SYSTEM
0,W_Fix_incomplete_submission,2022-07-05 16:33:28.857,2022-07-05 17:38:26.731,SYSTEM
4,O_SELECTED,2022-07-05 17:32:32.579,2022-07-05 17:48:48.413,SYSTEM
3,A_PARTLYSUBMITTED,2022-07-05 16:08:03.875,2022-07-05 17:49:08.467,SYSTEM
1,W_Fix_incomplete_submission,2022-07-05 16:55:19.111,2022-07-05 17:49:24.944,SYSTEM
4,O_CREATED,2022-07-05 17:48:48.413,2022-07-05 17:49:43.515,SYSTEM
1,A_PREACCEPTED,2022-07-05 17:49:24.944,2022-07-05 17:52:39.202,SYSTEM
4,O_SENT,2022-07-05 17:49:43.515,2022-07-05 17:59:30.895,SYSTEM
2,O_SENT_BACK,2022-07-05 17:28:28.102,2022-07-05 18:00:52.279,SYSTEM
3,W_Fix_incomplete_submission,2022-07-05 17:49:08.467,2022-07-05 18:01:32.603,SYSTEM
4,W_Call_after_offer,2022-07-05 17:59:30.895,2022-07-05 18:02:09.721,SYSTEM
4,O_SENT_BACK,2022-07-05 18:02:09.721,2022-07-05 18:04:48.097,SYSTEM
2,W_Assess_application,2022-07-05 18:00:52.279,2022-07-05 18:08:50.593,SYSTEM
2,W_Call_missing_information,2022-07-05 18:08:50.593,2022-07-05 18:10:45.336,SYSTEM
5,A_SUBMITTED,2022-07-05 16:02:15.353,2022-07-05 18:11:03.598,SYSTEM
0,A_PREACCEPTED,2022-07-05 17:38:26.731,2022-07-05 18:12:45.297,SYSTEM
3,A_PREACCEPTED,2022-07-05 18:01:32.603,2022-07-05 18:17:36.439,SYSTEM
6,A_PARTLYSUBMITTED,2022-07-05 17:27:28.514,2022-07-05 18:26:01.025,SYSTEM
3,W_Complete_preaccepted_appl,2022-07-05 18:17:36.439,2022-07-05 18:28:15.184,SYSTEM
3,A_ACCEPTED,2022-07-05 18:28:15.184,2022-07-05 18:33:23.104,SYSTEM
6,W_Fix_incomplete_submission,2022-07-05 18:26:01.025,2022-07-05 18:46:39.576,SYSTEM
6,A_PREACCEPTED,2022-07-05 18:46:39.576,2022-07-05 18:55:04.09,SYSTEM
0,W_Complete_preaccepted_appl,2022-07-05 18:12:45.297,2022-07-05 18:59:18.112,SYSTEM
0,A_ACCEPTED,2022-07-05 18:59:18.112,2022-07-05 19:07:40.247,SYSTEM
1,W_Complete_preaccepted_appl,2022-07-05 17:52:39.202,2022-07-05 19:19:35.441,SYSTEM
3,A_FINALIZED,2022-07-05 18:33:23.104,2022-07-05 19:22:07.677,SYSTEM
5,A_PARTLYSUBMITTED,2022-07-05 18:11:03.598,2022-07-05 19:24:47.867,SYSTEM
1,A_ACCEPTED,2022-07-05 19:19:35.441,2022-07-05 19:26:10.896,SYSTEM
0,A_FINALIZED,2022-07-05 19:07:40.247,2022-07-05 19:28:04.539,SYSTEM
0,O_SELECTED,2022-07-05 19:28:04.539,2022-07-05 19:30:28.08,SYSTEM
6,W_Complete_preaccepted_appl,2022-07-05 18:55:04.09,2022-07-05 19:31:43.03,SYSTEM
0,O_CREATED,2022-07-05 19:30:28.08,2022-07-05 19:32:52.347,SYSTEM
