caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2021-01-20 13:18:25.914,2021-01-20 13:18:25.914
Case000,A,Role 5,2021-01-20 13:20:11.914,2021-01-20 13:22:17.914
Case000,B,Role 5,2021-01-20 13:40:37.914,2021-01-20 13:46:49.914
Case000,G,Role 5,2021-01-20 13:59:15.914,2021-01-20 14:00:05.914
Case000,F,Role 5,2021-01-20 14:00:17.914,2021-01-20 14:00:17.914
Case000,D,Role 5,2021-01-20 14:00:23.914,2021-01-20 14:03:55.914
Case000,H,Role 5,2021-01-20 14:04:05.914,2021-01-20 14:08:15.914
Case000,C,Role 5,2021-01-20 14:08:24.914,2021-01-20 14:10:03.914
Case000,E,Role 5,2021-01-20 14:10:17.914,2021-01-20 14:11:50.914
Case000,I,Role 5,2021-01-20 15:04:06.914,2021-01-20 15:04:06.914
Case000,J,Role 5,2021-01-20 15:13:36.914,2021-01-20 15:14:49.914
Case000,K,Role 5,2021-01-20 15:28:50.914,2021-01-20 15:28:50.914
Case000,M,Role 5,2021-01-20 15:31:08.914,2021-01-20 15:32:00.914
Case000,U,Role 3,2021-01-20 15:32:01.914,2021-01-20 15:35:22.914
Case000,V,Role 3,2021-01-20 15:35:25.914,2021-01-20 15:52:57.914
Case000,X,Role 1,2021-01-20 15:52:57.914,2021-01-20 16:01:15.914
Case000,R,Role 2,2021-01-20 16:01:15.914,2021-01-20 16:56:28.914
Case000,S,Role 2,2021-01-20 16:56:30.914,2021-01-20 16:59:24.914
Case000,T,Role 2,2021-01-20 16:59:55.914,2021-01-20 17:00:48.914
Case000,I,end,2021-01-20 17:01:26.914,2021-01-20 17:01:26.914
Case000,J,Role 5,2021-01-20 17:04:49.914,2021-01-20 17:13:39.914
Case000,K,Role 5,2021-01-20 17:16:45.914,2021-01-20 17:16:45.914
Case000,M,Role 5,2021-01-20 17:17:59.914,2021-01-20 17:19:15.914
Case000,BB,Role 3,2021-01-20 17:19:17.914,2021-01-20 17:22:54.914
Case000,N,Role 5,2021-01-20 17:23:05.914,2021-01-20 18:04:59.914
Case000,Y,Role 1,2021-01-20 18:04:59.914,2021-01-20 18:14:45.914
Case000,Y,Role 1,2021-01-20 18:14:45.914,2021-01-20 18:39:25.914
Case000,DD,Role 4,2021-01-20 18:39:25.914,2021-01-20 18:52:22.914
Case000,DD,Role 4,2021-01-20 18:52:29.914,2021-01-20 19:25:09.914
Case000,R,Role 4,2021-01-20 19:25:33.914,2021-01-20 19:36:41.914
Case000,S,Role 2,2021-01-20 19:38:05.914,2021-01-20 19:44:00.914
Case000,T,Role 2,2021-01-20 19:44:13.914,2021-01-20 19:46:03.914
Case000,I,end,2021-01-20 19:46:39.914,2021-01-20 19:46:39.914
Case000,J,Role 5,2021-01-20 19:50:09.914,2021-01-20 19:56:49.914
Case000,K,Role 5,2021-01-20 19:59:55.914,2021-01-20 19:59:55.914
Case000,L,Role 5,2021-01-20 20:01:10.914,2021-01-20 20:03:00.914
Case000,Y,Role 4,2021-01-20 20:03:07.914,2021-01-20 20:05:32.914
Case000,Z,Role 4,2021-01-20 20:05:32.914,2021-01-20 21:23:55.914
Case000,AA,Role 4,2021-01-20 21:23:55.914,2021-01-20 21:28:21.914
Case000,R,Role 2,2021-01-20 21:28:21.914,2021-01-20 22:54:23.914
Case000,S,Role 2,2021-01-20 22:54:23.914,2021-01-20 22:58:54.914
Case000,T,Role 2,2021-01-20 22:59:12.914,2021-01-20 23:00:39.914
Case000,I,end,2021-01-20 23:01:16.914,2021-01-20 23:01:16.914
