caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2021-01-20 13:18:25.914,2021-01-20 13:18:25.914
Case000,A,Role 5,2021-01-20 13:20:11.914,2021-01-20 13:22:17.914
Case000,B,Role 5,2021-01-20 13:40:37.914,2021-01-20 13:46:49.914
Case000,G,Role 5,2021-01-20 13:59:15.914,2021-01-20 14:00:05.914
Case000,F,Role 5,2021-01-20 14:00:17.914,2021-01-20 14:00:17.914
Case000,D,Role 5,2021-01-20 14:00:23.914,2021-01-20 14:03:55.914
Case000,H,Role 5,2021-01-20 14:04:05.914,2021-01-20 14:08:15.914
Case000,C,Role 5,2021-01-20 14:08:24.914,2021-01-20 14:10:03.914
Case000,E,Role 5,2021-01-20 14:10:17.914,2021-01-20 14:11:50.914
Case000,I,Role 5,2021-01-20 15:04:06.914,2021-01-20 15:04:06.914
Case000,J,Role 5,2021-01-20 15:13:36.914,2021-01-20 15:14:49.914
Case000,K,Role 5,2021-01-20 15:28:50.914,2021-01-20 15:28:50.914
Case000,N,Role 5,2021-01-20 15:31:08.914,2021-01-20 15:32:00.914
Case000,end,Role 5,2021-01-20 15:32:02.914,2021-01-20 15:34:11.914
Case001,start,start,2021-01-20 15:32:02.914,2021-01-20 15:32:02.914
Case001,A,Role 5,2021-01-20 15:34:13.914,2021-01-20 15:36:24.914
Case001,B,Role 5,2021-01-20 15:58:50.914,2021-01-20 16:05:52.914
Case001,G,Role 5,2021-01-20 16:22:50.914,2021-01-20 16:23:46.914
Case001,F,Role 5,2021-01-20 16:23:59.914,2021-01-20 16:23:59.914
Case001,D,Role 5,2021-01-20 16:24:05.914,2021-01-20 16:27:46.914
Case001,H,Role 5,2021-01-20 16:27:56.914,2021-01-20 16:32:05.914
Case001,C,Role 5,2021-01-20 16:32:13.914,2021-01-20 16:33:52.914
Case001,E,Role 5,2021-01-20 16:34:05.914,2021-01-20 16:35:41.914
Case001,I,Role 5,2021-01-20 17:29:25.914,2021-01-20 17:29:25.914
Case001,J,Role 5,2021-01-20 17:40:01.914,2021-01-20 17:41:14.914
Case001,K,Role 5,2021-01-20 17:55:36.914,2021-01-20 17:55:36.914
Case001,M,Role 5,2021-01-20 17:57:48.914,2021-01-20 17:58:51.914
Case001,BB,Role 3,2021-01-20 17:58:52.914,2021-01-20 18:02:10.914
Case001,CC,Role 4,2021-01-20 18:02:17.914,2021-01-20 18:37:53.914
Case001,AA,Role 4,2021-01-20 18:37:53.914,2021-01-20 18:52:28.914
Case001,R,Role 2,2021-01-20 18:52:28.914,2021-01-20 19:40:44.914
Case001,S,Role 2,2021-01-20 19:40:47.914,2021-01-20 19:46:10.914
Case001,T,Role 2,2021-01-20 19:46:31.914,2021-01-20 19:47:43.914
Case001,end,end,2021-01-20 19:48:22.914,2021-01-20 19:48:22.914
Case002,start,start,2021-01-20 19:48:22.914,2021-01-20 19:48:22.914
Case002,A,Role 5,2021-01-20 19:51:50.914,2021-01-20 19:54:15.914
Case002,B,Role 5,2021-01-20 20:26:46.914,2021-01-20 20:35:43.914
Case002,G,Role 5,2021-01-20 21:06:59.914,2021-01-20 21:08:16.914
Case002,F,Role 5,2021-01-20 21:08:29.914,2021-01-20 21:08:29.914
Case002,D,Role 5,2021-01-20 21:08:34.914,2021-01-20 21:12:29.914
Case002,H,Role 5,2021-01-20 21:12:39.914,2021-01-20 21:16:42.914
Case002,C,Role 5,2021-01-20 21:16:50.914,2021-01-20 21:18:29.914
Case002,E,Role 5,2021-01-20 21:18:41.914,2021-01-20 21:20:22.914
