caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2021-01-20 13:18:25.914,2021-01-20 13:18:25.914
Case000,A,Role 5,2021-01-20 13:20:11.914,2021-01-20 13:22:17.914
Case000,B,Role 5,2021-01-20 13:40:37.914,2021-01-20 13:46:49.914
Case000,G,Role 5,2021-01-20 13:59:15.914,2021-01-20 14:00:05.914
Case000,F,Role 5,2021-01-20 14:00:17.914,2021-01-20 14:00:17.914
Case000,D,Role 5,2021-01-20 14:00:23.914,2021-01-20 14:03:55.914
Case000,H,Role 5,2021-01-20 14:04:05.914,2021-01-20 14:08:15.914
Case000,C,Role 5,2021-01-20 14:08:24.914,2021-01-20 14:10:03.914
Case000,E,Role 5,2021-01-20 14:10:17.914,2021-01-20 14:11:50.914
Case000,I,Role 5,2021-01-20 15:04:06.914,2021-01-20 15:04:06.914
Case000,J,Role 5,2021-01-20 15:13:36.914,2021-01-20 15:14:49.914
Case000,K,Role 5,2021-01-20 15:28:50.914,2021-01-20 15:28:50.914
Case000,M,Role 5,2021-01-20 15:31:08.914,2021-01-20 15:32:00.914
Case000,U,Role 5,2021-01-20 15:32:01.914,2021-01-20 15:35:22.914
Case000,V,Role 3,2021-01-20 15:35:22.914,2021-01-20 15:52:35.914
Case000,X,Role 1,2021-01-20 15:52:40.914,2021-01-20 16:00:52.914
Case000,N,Role 2,2021-01-20 16:00:52.914,2021-01-20 16:37:05.914
Case000,Z,Role 1,2021-01-20 16:37:11.914,2021-01-20 16:43:04.914
Case000,Y,Role 4,2021-01-20 16:43:15.914,2021-01-20 17:10:30.914
Case000,DD,Role 1,2021-01-20 17:10:30.914,2021-01-20 18:04:44.914
Case000,Z,Role 4,2021-01-20 18:04:44.914,2021-01-20 18:40:09.914
Case000,DD,Role 1,2021-01-20 18:40:09.914,2021-01-20 19:01:39.914
Case000,AA,Role 3,2021-01-20 19:02:05.914,2021-01-20 19:43:36.914
Case000,R,Role 2,2021-01-20 19:43:36.914,2021-01-20 20:04:03.914
Case000,S,Role 2,2021-01-20 20:04:03.914,2021-01-20 20:07:13.914
Case000,T,Role 2,2021-01-20 20:07:36.914,2021-01-20 20:08:11.914
Case000,I,Role 5,2021-01-20 20:08:53.914,2021-01-20 20:08:53.914
Case000,J,Role 5,2021-01-20 20:11:20.914,2021-01-20 20:11:55.914
Case000,K,Role 5,2021-01-20 20:13:30.914,2021-01-20 20:13:30.914
Case000,O,Role 5,2021-01-20 20:13:46.914,2021-01-20 20:16:54.914
Case000,BB,Role 3,2021-01-20 20:16:54.914,2021-01-20 20:22:06.914
Case000,Z,Role 1,2021-01-20 20:22:14.914,2021-01-20 21:04:28.914
Case000,DD,Role 1,2021-01-20 21:04:28.914,2021-01-20 21:11:36.914
Case000,R,Role 2,2021-01-20 21:11:36.914,2021-01-20 22:04:47.914
Case000,S,Role 2,2021-01-20 22:04:47.914,2021-01-20 22:08:14.914
Case000,T,Role 2,2021-01-20 22:08:43.914,2021-01-20 22:09:32.914
Case000,end,end,2021-01-20 22:10:15.914,2021-01-20 22:10:15.914
Case001,start,start,2021-01-20 22:10:15.914,2021-01-20 22:10:15.914
Case001,A,Role 5,2021-01-20 22:14:49.914,2021-01-20 22:17:27.914
Case001,B,Role 5,2021-01-20 22:56:56.914,2021-01-20 23:07:05.914
Case001,G,Role 5,2021-01-20 23:50:09.914,2021-01-20 23:51:43.914
Case001,F,Role 5,2021-01-20 23:51:56.914,2021-01-20 23:51:56.914
Case001,D,Role 5,2021-01-20 23:52:00.914,2021-01-20 23:56:00.914
