caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2021-01-20 13:18:25.914,2021-01-20 13:18:25.914
Case000,A,Role 5,2021-01-20 13:20:11.914,2021-01-20 13:22:17.914
Case000,B,Role 5,2021-01-20 13:40:37.914,2021-01-20 13:46:49.914
Case000,G,Role 5,2021-01-20 13:59:15.914,2021-01-20 14:00:05.914
Case000,F,Role 5,2021-01-20 14:00:17.914,2021-01-20 14:00:17.914
Case000,D,Role 5,2021-01-20 14:00:23.914,2021-01-20 14:03:55.914
Case000,H,Role 5,2021-01-20 14:04:05.914,2021-01-20 14:08:15.914
Case000,C,Role 5,2021-01-20 14:08:24.914,2021-01-20 14:10:03.914
Case000,E,Role 5,2021-01-20 14:10:17.914,2021-01-20 14:11:50.914
Case000,I,Role 5,2021-01-20 15:04:06.914,2021-01-20 15:04:06.914
Case000,J,Role 5,2021-01-20 15:13:36.914,2021-01-20 15:14:49.914
Case000,K,Role 5,2021-01-20 15:28:50.914,2021-01-20 15:28:50.914
Case000,M,Role 5,2021-01-20 15:31:08.914,2021-01-20 15:32:00.914
Case000,BB,Role 1,2021-01-20 15:32:01.914,2021-01-20 15:35:22.914
Case000,CC,Role 1,2021-01-20 15:35:22.914,2021-01-20 16:17:03.914
Case000,DD,Role 1,2021-01-20 16:17:03.914,2021-01-20 16:19:48.914
Case000,R,Role 2,2021-01-20 16:19:48.914,2021-01-20 17:18:04.914
Case000,S,Role 2,2021-01-20 17:18:04.914,2021-01-20 17:21:13.914
Case000,T,Role 2,2021-01-20 17:21:42.914,2021-01-20 17:22:45.914
Case000,end,Role 5,2021-01-20 17:23:26.914,2021-01-20 17:23:26.914
Case001,start,start,2021-01-20 17:23:26.914,2021-01-20 17:23:26.914
Case001,A,Role 5,2021-01-20 17:26:05.914,2021-01-20 17:28:21.914
Case001,B,Role 5,2021-01-20 17:54:47.914,2021-01-20 18:02:36.914
Case001,G,Role 5,2021-01-20 18:24:44.914,2021-01-20 18:25:48.914
Case001,F,Role 5,2021-01-20 18:26:01.914,2021-01-20 18:26:01.914
Case001,D,Role 5,2021-01-20 18:26:07.914,2021-01-20 18:29:55.914
Case001,H,Role 5,2021-01-20 18:30:05.914,2021-01-20 18:34:12.914
Case001,C,Role 5,2021-01-20 18:34:20.914,2021-01-20 18:35:59.914
Case001,E,Role 5,2021-01-20 18:36:11.914,2021-01-20 18:37:49.914
Case001,I,Role 5,2021-01-20 19:32:54.914,2021-01-20 19:32:54.914
Case001,J,Role 5,2021-01-20 19:44:40.914,2021-01-20 19:45:50.914
Case001,K,Role 5,2021-01-20 20:00:24.914,2021-01-20 20:00:24.914
Case001,N,Role 5,2021-01-20 20:02:31.914,2021-01-20 20:03:42.914
Case001,end,Role 4,2021-01-20 20:03:43.914,2021-01-20 20:05:45.914
Case002,start,start,2021-01-20 20:03:43.914,2021-01-20 20:03:43.914
Case002,A,Role 5,2021-01-20 20:07:17.914,2021-01-20 20:09:44.914
Case002,B,Role 5,2021-01-20 20:42:57.914,2021-01-20 20:52:01.914
Case002,G,Role 5,2021-01-20 21:24:25.914,2021-01-20 21:25:44.914
Case002,F,Role 5,2021-01-20 21:25:57.914,2021-01-20 21:25:57.914
Case002,D,Role 5,2021-01-20 21:26:02.914,2021-01-20 21:29:58.914
Case002,H,Role 5,2021-01-20 21:30:08.914,2021-01-20 21:34:10.914
Case002,C,Role 5,2021-01-20 21:34:18.914,2021-01-20 21:35:56.914
Case002,E,Role 5,2021-01-20 21:36:07.914,2021-01-20 21:37:49.914
