caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2021-01-20 13:18:25.914,2021-01-20 13:18:25.914
Case000,A,Role 5,2021-01-20 13:20:11.914,2021-01-20 13:22:17.914
Case000,B,Role 5,2021-01-20 13:40:37.914,2021-01-20 13:46:49.914
Case000,G,Role 5,2021-01-20 13:59:15.914,2021-01-20 14:00:05.914
Case000,F,Role 5,2021-01-20 14:00:17.914,2021-01-20 14:00:17.914
Case000,D,Role 5,2021-01-20 14:00:23.914,2021-01-20 14:03:55.914
Case000,H,Role 5,2021-01-20 14:04:05.914,2021-01-20 14:08:15.914
Case000,C,Role 5,2021-01-20 14:08:24.914,2021-01-20 14:10:03.914
Case000,E,Role 5,2021-01-20 14:10:17.914,2021-01-20 14:11:50.914
Case000,I,Role 5,2021-01-20 15:04:06.914,2021-01-20 15:04:06.914
Case000,J,Role 5,2021-01-20 15:13:36.914,2021-01-20 15:14:49.914
Case000,K,Role 5,2021-01-20 15:28:50.914,2021-01-20 15:28:50.914
Case000,N,Role 5,2021-01-20 15:31:08.914,2021-01-20 15:32:00.914
Case000,end,Role 4,2021-01-20 15:32:02.914,2021-01-20 15:34:11.914
Case001,start,start,2021-01-20 15:32:02.914,2021-01-20 15:32:02.914
Case001,A,Role 5,2021-01-20 15:34:13.914,2021-01-20 15:36:24.914
Case001,B,Role 5,2021-01-20 15:58:50.914,2021-01-20 16:05:52.914
Case001,G,Role 5,2021-01-20 16:22:50.914,2021-01-20 16:23:46.914
Case001,F,Role 5,2021-01-20 16:23:59.914,2021-01-20 16:23:59.914
Case001,D,Role 5,2021-01-20 16:24:05.914,2021-01-20 16:27:46.914
Case001,H,Role 5,2021-01-20 16:27:56.914,2021-01-20 16:32:05.914
Case001,C,Role 5,2021-01-20 16:32:13.914,2021-01-20 16:33:52.914
Case001,E,Role 5,2021-01-20 16:34:05.914,2021-01-20 16:35:41.914
Case001,I,Role 5,2021-01-20 17:29:25.914,2021-01-20 17:29:25.914
Case001,J,Role 5,2021-01-20 17:40:01.914,2021-01-20 17:41:14.914
Case001,K,Role 5,2021-01-20 17:55:36.914,2021-01-20 17:55:36.914
Case001,O,Role 5,2021-01-20 17:57:48.914,2021-01-20 17:58:51.914
Case001,BB,Role 3,2021-01-20 17:58:51.914,2021-01-20 18:02:50.914
Case001,CC,Role 5,2021-01-20 18:02:56.914,2021-01-20 18:38:53.914
Case001,DD,Role 1,2021-01-20 18:38:53.914,2021-01-20 18:44:15.914
Case001,R,Role 2,2021-01-20 18:44:15.914,2021-01-20 19:38:14.914
Case001,S,Role 2,2021-01-20 19:38:14.914,2021-01-20 19:41:34.914
Case001,T,Role 2,2021-01-20 19:42:00.914,2021-01-20 19:43:18.914
Case001,I,end,2021-01-20 19:43:57.914,2021-01-20 19:43:57.914
Case001,J,Role 5,2021-01-20 19:48:28.914,2021-01-20 19:55:45.914
Case001,K,Role 5,2021-01-20 19:59:44.914,2021-01-20 19:59:44.914
Case001,O,Role 5,2021-01-20 20:00:42.914,2021-01-20 20:02:59.914
Case001,U,Role 1,2021-01-20 20:03:00.914,2021-01-20 20:08:00.914
Case001,V,Role 5,2021-01-20 20:08:00.914,2021-01-20 20:40:31.914
Case001,X,Role 3,2021-01-20 20:40:31.914,2021-01-20 20:47:25.914
Case001,R,Role 2,2021-01-20 20:47:31.914,2021-01-20 21:17:55.914
Case001,S,Role 2,2021-01-20 21:17:55.914,2021-01-20 21:21:08.914
Case001,T,Role 2,2021-01-20 21:21:53.914,2021-01-20 21:22:38.914
