caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2021-01-20 13:18:25.914,2021-01-20 13:18:25.914
Case000,A,Role 5,2021-01-20 13:20:11.914,2021-01-20 13:22:17.914
Case000,B,Role 5,2021-01-20 13:40:37.914,2021-01-20 13:46:49.914
Case000,G,Role 5,2021-01-20 13:59:15.914,2021-01-20 14:00:05.914
Case000,F,Role 5,2021-01-20 14:00:17.914,2021-01-20 14:00:17.914
Case000,D,Role 5,2021-01-20 14:00:23.914,2021-01-20 14:03:55.914
Case000,H,Role 5,2021-01-20 14:04:05.914,2021-01-20 14:08:15.914
Case000,C,Role 5,2021-01-20 14:08:24.914,2021-01-20 14:10:03.914
Case000,E,Role 5,2021-01-20 14:10:17.914,2021-01-20 14:11:50.914
Case000,I,Role 5,2021-01-20 15:04:06.914,2021-01-20 15:04:06.914
Case000,J,Role 5,2021-01-20 15:13:36.914,2021-01-20 15:14:49.914
Case000,K,Role 5,2021-01-20 15:28:50.914,2021-01-20 15:28:50.914
Case000,M,Role 5,2021-01-20 15:31:08.914,2021-01-20 15:32:00.914
Case000,Y,Role 3,2021-01-20 15:32:01.914,2021-01-20 15:35:22.914
Case000,Z,Role 4,2021-01-20 15:35:28.914,2021-01-20 16:30:03.914
Case000,AA,Role 4,2021-01-20 16:30:03.914,2021-01-20 16:36:06.914
Case000,R,Role 2,2021-01-20 16:36:06.914,2021-01-20 17:59:29.914
Case000,S,Role 2,2021-01-20 17:59:29.914,2021-01-20 18:04:05.914
Case000,T,Role 2,2021-01-20 18:04:24.914,2021-01-20 18:05:46.914
Case000,I,end,2021-01-20 18:06:23.914,2021-01-20 18:06:23.914
Case000,J,Role 5,2021-01-20 18:09:50.914,2021-01-20 18:17:20.914
Case000,K,Role 5,2021-01-20 18:20:31.914,2021-01-20 18:20:31.914
Case000,L,Role 5,2021-01-20 18:21:39.914,2021-01-20 18:23:27.914
Case000,Y,Role 5,2021-01-20 18:23:29.914,2021-01-20 18:24:59.914
Case000,Z,Role 4,2021-01-20 18:24:59.914,2021-01-20 19:09:57.914
Case000,AA,Role 4,2021-01-20 19:09:57.914,2021-01-20 19:22:24.914
Case000,R,Role 2,2021-01-20 19:22:24.914,2021-01-20 20:28:36.914
Case000,S,Role 2,2021-01-20 20:28:36.914,2021-01-20 20:33:39.914
Case000,T,Role 2,2021-01-20 20:33:58.914,2021-01-20 20:35:12.914
Case000,I,Role 5,2021-01-20 20:35:50.914,2021-01-20 20:35:50.914
Case000,J,Role 5,2021-01-20 20:38:02.914,2021-01-20 20:39:26.914
Case000,K,Role 5,2021-01-20 20:41:32.914,2021-01-20 20:41:32.914
Case000,N,Role 5,2021-01-20 20:42:13.914,2021-01-20 20:43:25.914
Case000,Y,Role 4,2021-01-20 20:43:26.914,2021-01-20 20:45:31.914
Case000,Z,Role 4,2021-01-20 20:45:31.914,2021-01-20 22:04:41.914
Case000,AA,Role 4,2021-01-20 22:04:41.914,2021-01-20 22:08:00.914
Case000,R,Role 2,2021-01-20 22:08:00.914,2021-01-20 23:37:50.914
Case000,S,Role 2,2021-01-20 23:37:50.914,2021-01-20 23:42:35.914
Case000,T,Role 2,2021-01-20 23:42:53.914,2021-01-20 23:44:13.914
Case000,end,Role 5,2021-01-20 23:44:49.914,2021-01-20 23:44:49.914
Case001,start,start,2021-01-20 23:44:49.914,2021-01-20 23:44:49.914
Case001,A,Role 5,2021-01-20 23:50:21.914,2021-01-20 23:53:09.914
Case001,B,Role 5,2021-01-21 00:37:53.914,2021-01-21 00:48:53.914
