caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case0000,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0002,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0002,W_Completeren aanvraag,end,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165452793240547,223.0,0.017605796456336975,45295.0
Case0002,W_Nabellen offertes,Role 1,2012-02-16 09:37:40.110,2012-02-16 09:37:40.110,0.0,0.0,0.028675753623247147,73775.0
Case0002,W_Nabellen offertes,Role 1,2012-02-17 11:03:39.110,2012-02-17 11:12:30.110,0.0021852669306099415,531.0,0.03558831289410591,91559.0
Case0002,W_Nabellen offertes,Role 2,2012-02-18 11:18:19.110,2012-02-18 11:25:14.110,0.0017080837860703468,415.0,0.03371848911046982,86749.0
Case0002,W_Afhandelen leads,Role 1,2012-02-19 08:16:35.110,2012-02-19 08:27:32.110,0.002702297642827034,657.0,0.02918313257396221,75081.0
Case0002,W_Afhandelen leads,Role 2,2012-02-20 05:29:35.110,2012-02-20 05:37:34.110,0.0019699609838426113,479.0,0.029432905837893486,75723.0
Case0002,W_Afhandelen leads,Role 2,2012-02-21 01:55:32.110,2012-02-21 02:01:30.110,0.0014734435826539993,358.0,0.028404725715517998,73078.0
Case0002,W_Afhandelen leads,Role 1,2012-02-21 22:08:02.110,2012-02-21 22:11:20.110,0.0008146138861775398,198.0,0.028138194233179092,72392.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-22 18:39:42.110,2012-02-22 18:39:42.110,0.0,0.0,0.028647301718592644,73702.0
Case0002,W_Completeren aanvraag,end,2012-02-23 10:01:32.110,2012-02-23 10:01:32.110,0.0,0.0,0.02149851992726326,55310.0
Case0002,W_Nabellen offertes,Role 1,2012-02-24 05:01:43.110,2012-02-24 05:07:00.110,0.0013036755844950676,317.0,0.026590725407004356,68411.0
Case0002,W_Completeren aanvraag,Role 2,2012-02-25 02:22:39.110,2012-02-25 02:30:47.110,0.0020054951310157776,488.0,0.029749838635325432,76539.0
Case0002,W_Nabellen offertes,end,2012-02-25 18:43:55.110,2012-02-25 18:52:38.110,0.002151045948266983,523.0,0.022694865241646767,58388.0
Case0003,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0003,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.01350705698132515,34750.0
Case0004,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165452793240547,223.0,0.017605796456336975,45295.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-16 04:56:20.110,2012-02-16 04:56:20.110,0.0,0.0,0.022114671766757965,56895.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-16 23:55:57.110,2012-02-16 23:55:57.110,0.0,0.0,0.026577439159154892,68377.0
