caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check Insurance,Role 3,2019-05-16 03:13:39.518568,2019-05-16 03:13:39.530553
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.742801,2019-05-16 03:13:39.813957
Case0000,Pack the drugs (Production),Role 1,2019-05-17 07:37:47.765787,2019-05-17 07:41:01.782536
Case0000,Check for Quality Assurance,Role 4,2019-05-17 07:41:01.947270,2019-05-17 07:42:05.693362
Case0000,Pick-up,Role 1,2019-05-20 09:34:05.699663,2019-05-20 09:36:51.881868
Case0000,Prescription fulfilled,Role 2,2019-05-20 09:36:51.998905,2019-05-20 09:36:52.050104
Case0000,end,end,2019-05-20 09:36:52.172326,2019-05-20 09:36:52.218207
Case0001,start,start,2019-05-20 09:36:52.172326,2019-05-20 09:36:52.172326
Case0001,Prescription received,Role 2,2019-05-20 09:36:52.181363,2019-05-20 09:36:52.181363
Case0001,Process drop-off,Role 1,2019-05-21 06:43:13.338461,2019-05-21 06:44:43.845449
Case0001,Enter prescription details,Role 1,2019-05-22 02:42:19.015475,2019-05-22 02:44:49.110601
Case0001,Check if refill is allowed,Role 3,2019-05-22 02:44:49.218759,2019-05-22 02:44:49.248074
Case0001,Check Insurance,Role 3,2019-05-22 02:44:49.357891,2019-05-22 02:44:49.374979
Case0001,Resolve DUR manually,Role 4,2019-05-22 02:44:49.602837,2019-05-22 02:44:49.685757
Case0001,Check Insurance,Role 3,2019-05-22 02:44:49.972154,2019-05-22 02:44:50.029309
Case0001,Pack the drugs (Production),Role 1,2019-05-22 18:12:22.754310,2019-05-22 18:15:32.423694
Case0001,Check for Quality Assurance,Role 4,2019-05-22 18:15:32.581029,2019-05-22 18:16:38.108432
Case0001,Pick-up,Role 1,2019-05-23 07:18:15.087326,2019-05-23 07:21:00.652849
Case0001,Prescription fulfilled,Role 2,2019-05-23 07:21:00.776446,2019-05-23 07:21:00.833873
Case0001,end,end,2019-05-23 07:21:00.960365,2019-05-23 07:21:01.007205
Case0002,start,start,2019-05-23 07:21:00.960365,2019-05-23 07:21:00.960365
Case0002,Prescription received,Role 2,2019-05-23 07:21:00.960365,2019-05-23 07:21:00.960365
Case0002,Process drop-off,Role 1,2019-05-24 05:44:30.500341,2019-05-24 05:46:00.747448
Case0002,Enter prescription details,Role 1,2019-05-27 05:08:11.850758,2019-05-27 05:10:44.899722
Case0002,Check DUR,Role 3,2019-05-27 05:10:45.009099,2019-05-27 05:10:45.034116
Case0002,Check DUR,Role 3,2019-05-27 05:10:45.128637,2019-05-27 05:10:45.140205
Case0002,Check if refill is allowed,Role 4,2019-05-27 05:10:45.346926,2019-05-27 05:10:45.420193
Case0002,Check Insurance,Role 1,2019-05-27 05:11:43.478834,2019-05-27 05:11:48.047201
Case0002,Pack the drugs (Production),Role 1,2019-05-27 18:58:37.190779,2019-05-27 19:04:50.981688
Case0002,Check for Quality Assurance,Role 4,2019-05-27 19:04:51.161521,2019-05-27 19:05:53.620364
Case0002,Pick-up,Role 1,2019-05-28 15:15:03.280754,2019-05-28 15:17:53.661547
Case0002,Prescription fulfilled,Role 2,2019-05-28 15:17:53.795249,2019-05-28 15:17:53.856490
Case0002,end,end,2019-05-28 15:17:53.979683,2019-05-28 15:17:54.026469
Case0003,start,start,2019-05-28 15:17:53.979683,2019-05-28 15:17:53.979683
Case0003,Prescription received,Role 2,2019-05-28 15:17:53.979683,2019-05-28 15:17:53.979683
Case0003,Process drop-off,Role 1,2019-05-29 12:03:30.894139,2019-05-29 12:05:01.097625
Case0003,Enter prescription details,Role 1,2019-05-30 10:25:30.849535,2019-05-30 10:28:01.580216
Case0003,Check if refill is allowed,Role 3,2019-05-30 10:28:01.679318,2019-05-30 10:28:01.705937
Case0003,Check DUR,Role 3,2019-05-30 10:28:01.806382,2019-05-30 10:28:01.815946
