caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.526145,2019-05-16 03:13:39.538759
Case0000,Check DUR,Role 4,2019-05-16 03:13:39.752444,2019-05-16 03:13:39.822266
Case0000,Pack the drugs (Production),Role 3,2019-05-16 03:57:51.505281,2019-05-16 03:58:22.562661
Case0000,Check for Quality Assurance,Role 2,2019-05-16 03:58:22.996459,2019-05-16 03:59:28.922421
Case0000,Pick-up,Role 1,2019-05-17 04:56:09.190056,2019-05-17 04:58:43.856693
Case0000,Check for Quality Assurance,Role 2,2019-05-17 04:58:43.974855,2019-05-17 04:58:44.027542
Case0000,end,end,2019-05-17 09:23:43.159603,2019-05-17 09:24:07.020482
Case0001,start,start,2019-05-17 09:23:43.159603,2019-05-17 09:23:43.159603
Case0001,Prescription received,Role 2,2019-05-17 09:23:44.213875,2019-05-17 09:23:44.213875
Case0001,Process drop-off,Role 1,2019-05-20 06:33:18.539916,2019-05-20 06:34:50.074914
Case0001,Enter prescription details,Role 1,2019-05-21 09:54:34.990841,2019-05-21 09:57:05.606673
Case0001,Check if refill is allowed,Role 3,2019-05-21 09:57:05.714101,2019-05-21 09:57:05.738969
Case0001,Check DUR,Role 3,2019-05-21 09:57:05.839333,2019-05-21 09:57:05.848171
Case0001,Check Insurance,Role 4,2019-05-21 09:57:06.052059,2019-05-21 09:57:06.119175
Case0001,Check Insurance,Role 3,2019-05-21 10:16:48.477693,2019-05-21 10:17:09.224852
Case0001,Pack the drugs (Production),Role 1,2019-05-21 13:27:33.188155,2019-05-21 13:34:00.265198
Case0001,Check for Quality Assurance,Role 4,2019-05-21 13:34:00.463963,2019-05-21 13:35:06.987503
Case0001,Pick-up,Role 1,2019-05-22 11:30:00.256782,2019-05-22 11:32:51.378339
Case0001,Prescription fulfilled,Role 2,2019-05-22 11:32:51.499825,2019-05-22 11:32:51.547167
Case0001,end,end,2019-05-22 11:32:51.671134,2019-05-22 11:32:51.718427
Case0002,start,start,2019-05-22 11:32:51.671134,2019-05-22 11:32:51.671134
Case0002,Prescription received,Role 2,2019-05-22 11:32:51.683498,2019-05-22 11:32:51.683498
Case0002,Process drop-off,Role 1,2019-05-23 08:57:06.648758,2019-05-23 08:58:37.342971
Case0002,Enter prescription details,Role 1,2019-05-24 09:28:33.039608,2019-05-24 09:31:04.247133
Case0002,Check DUR,Role 3,2019-05-24 09:31:04.378012,2019-05-24 09:31:04.404691
Case0002,Check Insurance,Role 3,2019-05-24 09:31:04.507361,2019-05-24 09:31:04.522267
Case0002,Check if refill is allowed,Role 3,2019-05-24 09:31:04.737265,2019-05-24 09:31:04.811680
Case0002,Resolve insurance issues manually,Role 1,2019-05-27 22:09:58.685706,2019-05-27 22:13:15.659597
Case0002,Check for Quality Assurance,Role 4,2019-05-27 22:13:15.835364,2019-05-27 22:14:19.145937
Case0002,Pick-up,Role 1,2019-05-29 17:31:18.050593,2019-05-29 17:34:04.700220
Case0002,Prescription fulfilled,Role 2,2019-05-29 17:34:04.817705,2019-05-29 17:34:04.870075
Case0002,end,end,2019-05-29 17:34:04.995039,2019-05-29 17:34:05.042151
Case0003,start,start,2019-05-29 17:34:04.995039,2019-05-29 17:34:04.995039
Case0003,Prescription received,Role 2,2019-05-29 17:34:05.010853,2019-05-29 17:34:05.010853
Case0003,Process drop-off,Role 1,2019-05-30 15:36:26.895385,2019-05-30 15:37:57.802479
Case0003,Enter prescription details,Role 1,2019-05-31 18:06:11.405746,2019-05-31 18:08:42.646595
Case0003,Resolve DUR manually,Role 3,2019-05-31 18:08:42.778641,2019-05-31 18:08:42.802565
Case0003,Check Insurance,Role 4,2019-05-31 18:08:42.896704,2019-05-31 18:08:42.905548
Case0003,Check if refill is allowed,Role 3,2019-05-31 18:08:42.996636,2019-05-31 18:08:43.003972
