caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.518568,2019-05-16 03:13:39.530553
Case0000,Resolve DUR manually,Role 3,2019-05-16 03:13:39.745622,2019-05-16 03:13:39.812503
Case0000,Resolve insurance issues manually,Role 1,2019-05-17 03:57:49.781367,2019-05-17 04:00:52.854573
Case0000,Check for Quality Assurance,Role 4,2019-05-17 04:00:53.091130,2019-05-17 04:01:57.210995
Case0000,Pick-up,Role 1,2019-05-20 04:02:10.779651,2019-05-20 04:04:58.293940
Case0000,Prescription fulfilled,Role 2,2019-05-20 04:04:58.408252,2019-05-20 04:04:58.458998
Case0000,end,end,2019-05-20 04:04:58.580326,2019-05-20 04:04:58.625786
Case0001,start,start,2019-05-20 04:04:58.580326,2019-05-20 04:04:58.580326
Case0001,Prescription received,Role 2,2019-05-20 04:04:58.590044,2019-05-20 04:04:58.590044
Case0001,Process drop-off,Role 1,2019-05-21 01:04:58.472601,2019-05-21 01:06:28.859139
Case0001,Enter prescription details,Role 1,2019-05-21 19:52:56.854507,2019-05-21 19:55:26.607506
Case0001,Resolve DUR manually,Role 3,2019-05-21 19:55:26.717192,2019-05-21 19:55:26.753073
Case0001,Check DUR,Role 3,2019-05-21 19:55:26.851896,2019-05-21 19:55:26.863777
Case0001,Check if refill is allowed,Role 3,2019-05-21 19:55:27.045498,2019-05-21 19:55:27.109685
Case0001,Pack the drugs (Production),Role 1,2019-05-22 11:50:18.994779,2019-05-22 11:53:28.861780
Case0001,Check for Quality Assurance,Role 4,2019-05-22 11:53:29.019688,2019-05-22 11:54:32.195889
Case0001,Pick-up,Role 1,2019-05-23 03:38:50.369369,2019-05-23 03:41:35.277771
Case0001,Prescription fulfilled,Role 2,2019-05-23 03:41:35.395079,2019-05-23 03:41:35.445219
Case0001,end,end,2019-05-23 03:41:35.570316,2019-05-23 03:41:35.617560
Case0002,start,start,2019-05-23 03:41:35.570316,2019-05-23 03:41:35.570316
Case0002,Prescription received,Role 2,2019-05-23 03:41:35.570316,2019-05-23 03:41:35.570316
Case0002,Process drop-off,Role 1,2019-05-24 01:40:17.244278,2019-05-24 01:41:47.433050
Case0002,Enter prescription details,Role 1,2019-05-26 22:57:51.646828,2019-05-26 23:00:24.616898
Case0002,Check if refill is allowed,Role 3,2019-05-26 23:00:24.735556,2019-05-26 23:00:24.764443
Case0002,Check DUR,Role 3,2019-05-26 23:00:24.863361,2019-05-26 23:00:24.873015
Case0002,Check DUR,Role 3,2019-05-26 23:00:25.086269,2019-05-26 23:00:25.158636
Case0002,Pack the drugs (Production),Role 1,2019-05-28 15:35:46.240801,2019-05-28 15:39:04.619724
Case0002,Check for Quality Assurance,Role 4,2019-05-28 15:39:04.792038,2019-05-28 15:40:08.945725
Case0002,Pick-up,Role 1,2019-05-29 19:40:46.837224,2019-05-29 19:43:33.609171
Case0002,Prescription fulfilled,Role 2,2019-05-29 19:43:33.727049,2019-05-29 19:43:33.777808
Case0002,end,end,2019-05-29 19:43:33.901864,2019-05-29 19:43:33.950347
Case0003,start,start,2019-05-29 19:43:33.901864,2019-05-29 19:43:33.901864
Case0003,Prescription received,Role 2,2019-05-29 19:43:33.919492,2019-05-29 19:43:33.919492
Case0003,Process drop-off,Role 1,2019-05-30 18:03:59.585752,2019-05-30 18:05:30.571134
Case0003,Enter prescription details,Role 1,2019-05-31 21:25:43.054804,2019-05-31 21:28:14.287112
Case0003,Resolve DUR manually,Role 3,2019-05-31 21:28:14.419996,2019-05-31 21:28:14.443037
Case0003,Check if refill is allowed,Role 3,2019-05-31 21:28:14.537885,2019-05-31 21:28:14.546374
Case0003,Check DUR,Role 3,2019-05-31 21:28:14.751532,2019-05-31 21:28:14.819733
