caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.518568,2019-05-16 03:13:39.530553
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.741775,2019-05-16 03:13:39.810340
Case0000,Pack the drugs (Production),Role 1,2019-05-17 07:40:41.044928,2019-05-17 07:43:55.137637
Case0000,Check for Quality Assurance,Role 1,2019-05-17 07:43:55.301888,2019-05-17 07:44:59.035446
Case0000,Pack the drugs (Production),Role 1,2019-05-19 21:51:36.545724,2019-05-19 21:54:21.163094
Case0000,Prescription fulfilled,Role 2,2019-05-19 21:54:21.281053,2019-05-19 21:54:21.339016
Case0000,end,end,2019-05-19 21:54:21.466988,2019-05-19 21:54:21.513791
Case0001,start,start,2019-05-19 21:54:21.466988,2019-05-19 21:54:21.466988
Case0001,Prescription received,Role 2,2019-05-19 21:54:21.474839,2019-05-19 21:54:21.474839
Case0001,Process drop-off,Role 1,2019-05-20 20:05:06.499842,2019-05-20 20:06:36.969927
Case0001,Enter prescription details,Role 1,2019-05-21 19:50:53.001901,2019-05-21 19:53:22.892167
Case0001,Check DUR,Role 3,2019-05-21 19:53:23.004989,2019-05-21 19:53:23.037801
Case0001,Check Insurance,Role 3,2019-05-21 19:53:23.147561,2019-05-21 19:53:23.166148
Case0001,Check if refill is allowed,Role 3,2019-05-21 19:53:23.374233,2019-05-21 19:53:23.443372
Case0001,Pack the drugs (Production),Role 1,2019-05-23 01:36:51.265706,2019-05-23 01:40:07.064300
Case0001,Check for Quality Assurance,Role 2,2019-05-23 01:40:07.216484,2019-05-23 01:41:10.496808
Case0001,Pick-up,Role 1,2019-05-24 03:20:54.637174,2019-05-24 03:23:37.303385
Case0001,Prescription fulfilled,Role 2,2019-05-24 03:23:37.424782,2019-05-24 03:23:37.474872
Case0001,end,end,2019-05-24 03:23:37.604236,2019-05-24 03:23:37.652787
Case0002,start,start,2019-05-24 03:23:37.604236,2019-05-24 03:23:37.604236
Case0002,Prescription received,Role 2,2019-05-24 03:23:38.385516,2019-05-24 03:23:38.385516
Case0002,Process drop-off,Role 1,2019-05-26 21:28:56.142451,2019-05-26 21:30:27.510283
Case0002,Enter prescription details,Role 1,2019-05-28 09:41:09.490856,2019-05-28 09:43:41.277480
Case0002,Check if refill is allowed,Role 3,2019-05-28 09:43:41.389293,2019-05-28 09:43:41.416657
Case0002,Check Insurance,Role 3,2019-05-28 09:43:41.519707,2019-05-28 09:43:41.530812
Case0002,Check Insurance,Role 4,2019-05-28 09:43:41.737136,2019-05-28 09:43:41.806500
Case0002,Pack the drugs (Production),Role 3,2019-05-28 09:57:29.512158,2019-05-28 09:57:46.716262
Case0002,Pack the drugs (Production),Role 4,2019-05-28 09:57:47.768787,2019-05-28 09:58:58.747144
Case0002,Pick-up,Role 4,2019-05-28 09:59:08.964310,2019-05-28 09:59:15.911358
Case0002,end,Role 4,2019-05-28 09:59:18.254012,2019-05-28 09:59:20.184028
Case0003,start,start,2019-05-28 09:59:18.254012,2019-05-28 09:59:18.254012
Case0003,Resolve DUR manually,Role 2,2019-05-28 09:59:18.254012,2019-05-28 09:59:18.254012
Case0003,Prescription received,Role 2,2019-05-28 09:59:18.321679,2019-05-28 09:59:18.472377
Case0003,Process drop-off,Role 1,2019-05-29 06:20:14.296990,2019-05-29 06:21:44.105198
Case0003,Enter prescription details,Role 1,2019-05-30 03:01:31.634395,2019-05-30 03:04:01.401712
Case0003,Check DUR,Role 3,2019-05-30 03:04:01.496188,2019-05-30 03:04:01.512101
Case0003,Check DUR,Role 3,2019-05-30 03:04:01.584055,2019-05-30 03:04:01.584055
Case0003,Check if refill is allowed,Role 3,2019-05-30 03:04:01.789710,2019-05-30 03:04:01.854844
