caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.526145,2019-05-16 03:13:39.538759
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.752444,2019-05-16 03:13:39.822266
Case0000,Pack the drugs (Production),Role 1,2019-05-17 08:59:59.011781,2019-05-17 09:03:13.534122
Case0000,Pack the drugs (Production),Role 4,2019-05-17 09:03:13.699871,2019-05-17 09:04:17.489045
Case0000,Pick-up,Role 4,2019-05-17 09:04:21.451487,2019-05-17 09:04:25.855788
Case0000,end,end,2019-05-17 09:04:28.785982,2019-05-17 09:04:31.058207
Case0001,start,start,2019-05-17 09:04:28.785982,2019-05-17 09:04:28.785982
Case0001,Prescription received,Role 2,2019-05-17 09:04:29.821418,2019-05-17 09:04:29.821418
Case0001,Process drop-off,Role 1,2019-05-20 06:04:06.216031,2019-05-20 06:05:37.740273
Case0001,Enter prescription details,Role 1,2019-05-21 09:18:07.521302,2019-05-21 09:20:38.164712
Case0001,Check Insurance,Role 3,2019-05-21 09:20:38.272222,2019-05-21 09:20:38.297235
Case0001,Check DUR,Role 3,2019-05-21 09:20:38.396193,2019-05-21 09:20:38.408681
Case0001,Check if refill is allowed,Role 3,2019-05-21 09:20:38.611630,2019-05-21 09:20:38.677584
Case0001,Pick-up,Role 1,2019-05-22 14:16:50.336741,2019-05-22 14:20:07.863052
Case0001,Check for Quality Assurance,Role 4,2019-05-22 14:20:08.018391,2019-05-22 14:21:11.707837
Case0001,Pick-up,Role 1,2019-05-23 17:43:40.856653,2019-05-23 17:46:26.700985
Case0001,Prescription fulfilled,Role 2,2019-05-23 17:46:26.820313,2019-05-23 17:46:26.871149
Case0001,end,end,2019-05-23 17:46:26.996795,2019-05-23 17:46:27.044520
Case0002,start,start,2019-05-23 17:46:26.996795,2019-05-23 17:46:26.996795
Case0002,Prescription received,Role 2,2019-05-23 17:46:26.996795,2019-05-23 17:46:26.996795
Case0002,Process drop-off,Role 1,2019-05-24 18:01:57.121373,2019-05-24 18:03:27.585220
Case0002,Enter prescription details,Role 1,2019-05-27 22:46:08.445764,2019-05-27 22:48:41.637087
Case0002,Check if refill is allowed,Role 3,2019-05-27 22:48:41.740440,2019-05-27 22:48:41.760257
Case0002,Check if refill is allowed,Role 3,2019-05-27 22:48:41.856325,2019-05-27 22:48:41.862793
Case0002,Check Insurance,Role 3,2019-05-27 22:48:42.067823,2019-05-27 22:48:42.135864
Case0002,Pack the drugs (Production),Role 1,2019-05-29 14:55:13.127743,2019-05-29 14:58:29.952507
Case0002,Check for Quality Assurance,Role 4,2019-05-29 14:58:30.113308,2019-05-29 14:59:33.357272
Case0002,Pick-up,Role 1,2019-05-30 20:28:57.105990,2019-05-30 20:31:44.261893
Case0002,Prescription fulfilled,Role 2,2019-05-30 20:31:44.380862,2019-05-30 20:31:44.433369
Case0002,end,end,2019-05-30 20:31:44.559318,2019-05-30 20:31:44.606338
Case0003,start,start,2019-05-30 20:31:44.559318,2019-05-30 20:31:44.559318
Case0003,Prescription received,Role 2,2019-05-30 20:31:44.562925,2019-05-30 20:31:44.562925
Case0003,Process drop-off,Role 1,2019-05-31 21:30:05.314582,2019-05-31 21:31:35.849559
Case0003,Enter prescription details,Role 1,2019-06-04 03:27:26.469960,2019-06-04 03:29:59.682770
Case0003,Check if refill is allowed,Role 3,2019-06-04 03:29:59.792794,2019-06-04 03:29:59.813649
Case0003,Resolve DUR manually,Role 3,2019-06-04 03:29:59.906742,2019-06-04 03:29:59.909563
Case0003,Check DUR,Role 4,2019-06-04 03:30:00.106335,2019-06-04 03:30:00.171277
Case0003,Pack the drugs (Production),Role 3,2019-06-04 03:43:53.879521,2019-06-04 03:44:12.169066
