caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check Insurance,Role 3,2019-05-16 03:13:39.526145,2019-05-16 03:13:39.538759
Case0000,Check Insurance,Role 3,2019-05-16 03:13:39.753941,2019-05-16 03:13:39.826537
Case0000,Pack the drugs (Production),Role 1,2019-05-17 09:23:45.250720,2019-05-17 09:26:59.729403
Case0000,Check for Quality Assurance,Role 4,2019-05-17 09:26:59.897886,2019-05-17 09:28:03.694212
Case0000,Pick-up,Role 1,2019-05-20 11:17:33.718153,2019-05-20 11:20:20.192666
Case0000,Prescription fulfilled,Role 2,2019-05-20 11:20:20.309507,2019-05-20 11:20:20.360709
Case0000,end,end,2019-05-20 11:20:20.483132,2019-05-20 11:20:20.529055
Case0001,start,start,2019-05-20 11:20:20.483132,2019-05-20 11:20:20.483132
Case0001,Prescription received,Role 2,2019-05-20 11:20:20.492074,2019-05-20 11:20:20.492074
Case0001,Process drop-off,Role 1,2019-05-21 08:29:38.995948,2019-05-21 08:31:09.541297
Case0001,Enter prescription details,Role 1,2019-05-22 04:52:02.434013,2019-05-22 04:54:32.625685
Case0001,Check if refill is allowed,Role 3,2019-05-22 04:54:32.732421,2019-05-22 04:54:32.760758
Case0001,Check Insurance,Role 3,2019-05-22 04:54:32.869740,2019-05-22 04:54:32.885987
Case0001,Check DUR,Role 4,2019-05-22 04:54:33.112802,2019-05-22 04:54:33.194996
Case0001,Pack the drugs (Production),Role 1,2019-05-22 06:27:39.766106,2019-05-22 06:28:28.522702
Case0001,Check for Quality Assurance,Role 1,2019-05-22 06:28:28.729170,2019-05-22 06:29:31.614883
Case0001,Pick-up,Role 1,2019-05-22 12:24:40.415355,2019-05-22 12:27:05.740983
Case0001,Prescription fulfilled,Role 2,2019-05-22 12:27:05.853809,2019-05-22 12:27:05.922749
Case0001,end,end,2019-05-22 12:27:06.048443,2019-05-22 12:27:06.094102
Case0002,start,start,2019-05-22 12:27:06.048443,2019-05-22 12:27:06.048443
Case0002,Prescription received,Role 2,2019-05-22 12:27:06.061198,2019-05-22 12:27:06.061198
Case0002,Process drop-off,Role 1,2019-05-23 09:56:05.635472,2019-05-23 09:57:36.361229
Case0002,Enter prescription details,Role 1,2019-05-24 10:43:31.395453,2019-05-24 10:46:02.614867
Case0002,Check DUR,Role 4,2019-05-24 10:46:02.745824,2019-05-24 10:46:02.772064
Case0002,Check if refill is allowed,Role 3,2019-05-24 10:46:02.874519,2019-05-24 10:46:02.887294
Case0002,Check Insurance,Role 3,2019-05-24 10:46:03.044083,2019-05-24 10:46:03.092042
Case0002,Resolve insurance issues manually,Role 1,2019-05-25 13:35:50.562882,2019-05-25 13:37:55.170546
Case0002,Check for Quality Assurance,Role 4,2019-05-25 13:37:55.504782,2019-05-25 13:39:00.361821
Case0002,Pick-up,Role 1,2019-05-28 02:55:09.852088,2019-05-28 02:57:56.805433
Case0002,Prescription fulfilled,Role 2,2019-05-28 02:57:56.916539,2019-05-28 02:57:56.970901
Case0002,end,end,2019-05-28 02:57:57.091895,2019-05-28 02:57:57.138955
Case0003,start,start,2019-05-28 02:57:57.091895,2019-05-28 02:57:57.091895
Case0003,Prescription received,Role 2,2019-05-28 02:57:57.091895,2019-05-28 02:57:57.091895
Case0003,Process drop-off,Role 1,2019-05-28 23:37:09.932763,2019-05-28 23:38:39.811791
Case0003,Enter prescription details,Role 1,2019-05-29 19:16:04.149113,2019-05-29 19:18:34.134133
Case0003,Check DUR,Role 3,2019-05-29 19:18:34.235577,2019-05-29 19:18:34.264352
Case0003,Check if refill is allowed,Role 3,2019-05-29 19:18:34.377089,2019-05-29 19:18:34.398483
Case0003,Resolve DUR manually,Role 3,2019-05-29 19:18:34.608130,2019-05-29 19:18:34.674659
