caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check Insurance,Role 3,2019-05-16 03:13:39.526145,2019-05-16 03:13:39.538759
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.753941,2019-05-16 03:13:39.826537
Case0000,Pack the drugs (Production),Role 1,2019-05-17 08:59:26.106134,2019-05-17 09:02:40.567041
Case0000,Check for Quality Assurance,Role 1,2019-05-17 09:02:40.733201,2019-05-17 09:03:44.537843
Case0000,Pick-up,Role 1,2019-05-19 22:44:59.202418,2019-05-19 22:47:43.677436
Case0000,Prescription fulfilled,Role 2,2019-05-19 22:47:43.796226,2019-05-19 22:47:43.853664
Case0000,end,end,2019-05-19 22:47:43.981974,2019-05-19 22:47:44.028768
Case0001,start,start,2019-05-19 22:47:43.981974,2019-05-19 22:47:43.981974
Case0001,Prescription received,Role 2,2019-05-19 22:47:43.990033,2019-05-19 22:47:43.990033
Case0001,Process drop-off,Role 1,2019-05-20 21:05:55.193424,2019-05-20 21:07:25.699472
Case0001,Enter prescription details,Role 1,2019-05-21 21:15:56.797396,2019-05-21 21:18:26.704926
Case0001,Check if refill is allowed,Role 3,2019-05-21 21:18:26.817578,2019-05-21 21:18:26.850046
Case0001,Check Insurance,Role 3,2019-05-21 21:18:26.959989,2019-05-21 21:18:26.975307
Case0001,Check Insurance,Role 3,2019-05-21 21:18:27.185985,2019-05-21 21:18:27.256645
Case0001,Resolve insurance issues manually,Role 1,2019-05-23 05:31:55.867001,2019-05-23 05:35:11.866675
Case0001,Pack the drugs (Production),Role 4,2019-05-23 05:35:12.028577,2019-05-23 05:36:15.498951
Case0001,Check for Quality Assurance,Role 4,2019-05-23 05:36:17.073286,2019-05-23 05:36:20.863590
Case0001,Pick-up,Role 1,2019-05-23 23:22:30.955107,2019-05-23 23:25:11.649384
Case0001,Prescription fulfilled,Role 2,2019-05-23 23:25:11.773892,2019-05-23 23:25:11.822022
Case0001,end,end,2019-05-23 23:25:11.948784,2019-05-23 23:25:11.996172
Case0002,start,start,2019-05-23 23:25:11.948784,2019-05-23 23:25:11.948784
Case0002,Prescription received,Role 2,2019-05-23 23:25:11.958103,2019-05-23 23:25:11.958103
Case0002,Process drop-off,Role 1,2019-05-25 01:15:23.098873,2019-05-25 01:16:53.716255
Case0002,Enter prescription details,Role 1,2019-05-26 15:39:37.629532,2019-05-26 15:42:09.355100
Case0002,Check if refill is allowed,Role 3,2019-05-26 15:42:09.462264,2019-05-26 15:42:09.483358
Case0002,Check Insurance,Role 3,2019-05-26 15:42:09.575881,2019-05-26 15:42:09.579735
Case0002,Check if refill is allowed,Role 3,2019-05-26 15:42:09.796474,2019-05-26 15:42:09.870149
Case0002,Pack the drugs (Production),Role 1,2019-05-28 02:03:22.194658,2019-05-28 02:06:40.795741
Case0002,Pack the drugs (Production),Role 4,2019-05-28 02:06:40.953916,2019-05-28 02:07:45.140103
Case0002,Pack the drugs (Production),Role 4,2019-05-28 02:07:49.098225,2019-05-28 02:07:53.781191
Case0002,Prescription fulfilled,Role 1,2019-05-28 02:07:56.691045,2019-05-28 02:07:59.332456
Case0002,end,end,2019-05-28 02:07:59.470101,2019-05-28 02:07:59.540538
Case0003,start,start,2019-05-28 02:07:59.470101,2019-05-28 02:07:59.470101
Case0003,Prescription received,Role 2,2019-05-28 02:07:59.470101,2019-05-28 02:07:59.470101
Case0003,Process drop-off,Role 1,2019-05-28 22:46:57.547580,2019-05-28 22:48:27.406549
Case0003,Enter prescription details,Role 1,2019-05-29 18:13:13.790629,2019-05-29 18:15:43.728043
Case0003,Check if refill is allowed,Role 3,2019-05-29 18:15:43.830023,2019-05-29 18:15:43.859321
Case0003,Check DUR,Role 3,2019-05-29 18:15:43.972582,2019-05-29 18:15:43.991154
