caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.526145,2019-05-16 03:13:39.538759
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.752444,2019-05-16 03:13:39.822266
Case0000,Pick-up,Role 1,2019-05-17 08:59:59.011781,2019-05-17 09:03:13.534122
Case0000,Check for Quality Assurance,Role 4,2019-05-17 09:03:13.706422,2019-05-17 09:04:17.634394
Case0000,Pick-up,Role 1,2019-05-20 11:12:22.985045,2019-05-20 11:15:09.447645
Case0000,Prescription fulfilled,Role 2,2019-05-20 11:15:09.564738,2019-05-20 11:15:09.615716
Case0000,end,end,2019-05-20 11:15:09.738229,2019-05-20 11:15:09.784144
Case0001,start,start,2019-05-20 11:15:09.738229,2019-05-20 11:15:09.738229
Case0001,Prescription received,Role 2,2019-05-20 11:15:09.747174,2019-05-20 11:15:09.747174
Case0001,Process drop-off,Role 1,2019-05-21 08:24:14.125447,2019-05-21 08:25:44.668782
Case0001,Enter prescription details,Role 1,2019-05-22 04:45:26.160933,2019-05-22 04:47:56.347837
Case0001,Check DUR,Role 3,2019-05-22 04:47:56.454644,2019-05-22 04:47:56.483028
Case0001,Check if refill is allowed,Role 3,2019-05-22 04:47:56.590295,2019-05-22 04:47:56.609399
Case0001,Check Insurance,Role 3,2019-05-22 04:47:56.824922,2019-05-22 04:47:56.895259
Case0001,Pack the drugs (Production),Role 1,2019-05-22 23:57:01.147226,2019-05-23 00:00:17.052580
Case0001,Pack the drugs (Production),Role 4,2019-05-23 00:00:17.218282,2019-05-23 00:01:20.113319
Case0001,Check for Quality Assurance,Role 4,2019-05-23 00:01:21.989152,2019-05-23 00:01:24.903444
Case0001,Pick-up,Role 1,2019-05-23 06:28:14.560388,2019-05-23 06:30:49.236158
Case0001,Prescription fulfilled,Role 2,2019-05-23 06:30:49.367315,2019-05-23 06:30:49.419176
Case0001,end,end,2019-05-23 06:30:49.547540,2019-05-23 06:30:49.594206
Case0002,start,start,2019-05-23 06:30:49.547540,2019-05-23 06:30:49.547540
Case0002,Prescription received,Role 2,2019-05-23 06:30:49.547540,2019-05-23 06:30:49.547540
Case0002,Process drop-off,Role 1,2019-05-24 04:48:08.053928,2019-05-24 04:49:38.287050
Case0002,Enter prescription details,Role 1,2019-05-27 03:43:54.364000,2019-05-27 03:46:27.395962
Case0002,Check DUR,Role 3,2019-05-27 03:46:27.505956,2019-05-27 03:46:27.531428
Case0002,Check Insurance,Role 3,2019-05-27 03:46:27.625953,2019-05-27 03:46:27.637769
Case0002,Check if refill is allowed,Role 4,2019-05-27 03:46:27.846519,2019-05-27 03:46:27.922790
Case0002,Pack the drugs (Production),Role 3,2019-05-27 03:46:59.465936,2019-05-27 03:47:02.743638
Case0002,Check for Quality Assurance,Role 4,2019-05-27 03:47:24.456642,2019-05-27 03:49:11.575669
Case0002,Pick-up,Role 1,2019-05-27 09:07:47.616435,2019-05-27 09:10:10.022003
Case0002,Prescription fulfilled,Role 2,2019-05-27 09:10:10.126590,2019-05-27 09:10:10.188373
Case0002,end,end,2019-05-27 09:10:10.312111,2019-05-27 09:10:10.359689
Case0003,start,start,2019-05-27 09:10:10.312111,2019-05-27 09:10:10.312111
Case0003,Prescription received,Role 2,2019-05-27 09:10:10.321182,2019-05-27 09:10:10.321182
Case0003,Process drop-off,Role 1,2019-05-28 06:15:56.689820,2019-05-28 06:17:27.187077
Case0003,Enter prescription details,Role 1,2019-05-29 02:09:11.747352,2019-05-29 02:11:41.817270
Case0003,Check Insurance,Role 3,2019-05-29 02:11:41.925805,2019-05-29 02:11:41.955385
Case0003,Resolve DUR manually,Role 3,2019-05-29 02:11:42.063583,2019-05-29 02:11:42.085013
Case0003,Check DUR,Role 3,2019-05-29 02:11:42.291536,2019-05-29 02:11:42.357579
