caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check Insurance,Role 3,2019-05-16 03:13:39.526145,2019-05-16 03:13:39.538759
Case0000,Check Insurance,Role 4,2019-05-16 03:13:39.753941,2019-05-16 03:13:39.826537
Case0000,Pick-up,Role 1,2019-05-16 03:31:20.732310,2019-05-16 03:31:40.264625
Case0000,Pack the drugs (Production),Role 4,2019-05-16 03:31:41.127045,2019-05-16 03:32:48.817046
Case0000,Check for Quality Assurance,Role 4,2019-05-16 03:32:50.392504,2019-05-16 03:32:53.725527
Case0000,Pick-up,Role 1,2019-05-16 20:06:07.707314,2019-05-16 20:08:39.049743
Case0000,Prescription fulfilled,Role 2,2019-05-16 20:08:39.176708,2019-05-16 20:08:39.230477
Case0000,end,end,2019-05-16 20:08:39.358219,2019-05-16 20:08:39.404980
Case0001,start,start,2019-05-16 20:08:39.358219,2019-05-16 20:08:39.358219
Case0001,Prescription received,Role 2,2019-05-16 20:08:39.361164,2019-05-16 20:08:39.361164
Case0001,Process drop-off,Role 1,2019-05-17 21:00:36.624475,2019-05-17 21:02:07.149181
Case0001,Enter prescription details,Role 1,2019-05-21 02:47:57.040491,2019-05-21 02:50:30.250870
Case0001,Check if refill is allowed,Role 3,2019-05-21 02:50:30.361131,2019-05-21 02:50:30.382154
Case0001,Check DUR,Role 4,2019-05-21 02:50:30.475372,2019-05-21 02:50:30.478336
Case0001,Check Insurance,Role 3,2019-05-21 02:50:30.601751,2019-05-21 02:50:30.624347
Case0001,Pack the drugs (Production),Role 3,2019-05-21 02:55:48.663527,2019-05-21 02:56:00.959227
Case0001,Pack the drugs (Production),Role 4,2019-05-21 02:56:07.606475,2019-05-21 02:57:36.693189
Case0001,Check for Quality Assurance,Role 4,2019-05-21 02:57:44.221034,2019-05-21 02:57:53.907902
Case0001,Pick-up,Role 1,2019-05-21 07:57:47.283152,2019-05-21 08:00:08.449774
Case0001,Prescription fulfilled,Role 2,2019-05-21 08:00:08.572714,2019-05-21 08:00:08.621073
Case0001,end,end,2019-05-21 08:00:08.744599,2019-05-21 08:00:08.791674
Case0002,start,start,2019-05-21 08:00:08.744599,2019-05-21 08:00:08.744599
Case0002,Prescription received,Role 2,2019-05-21 08:00:08.744599,2019-05-21 08:00:08.744599
Case0002,Process drop-off,Role 1,2019-05-22 04:41:22.262938,2019-05-22 04:42:52.270523
Case0002,Enter prescription details,Role 1,2019-05-23 01:17:51.395177,2019-05-23 01:20:21.762642
Case0002,Resolve DUR manually,Role 3,2019-05-23 01:20:21.864907,2019-05-23 01:20:21.894894
Case0002,Check if refill is allowed,Role 3,2019-05-23 01:20:21.969205,2019-05-23 01:20:21.971323
Case0002,Check DUR,Role 3,2019-05-23 01:20:22.178545,2019-05-23 01:20:22.247382
Case0002,Pick-up,Role 1,2019-05-24 04:37:39.307967,2019-05-24 04:40:53.110731
Case0002,Check for Quality Assurance,Role 4,2019-05-24 04:40:53.302947,2019-05-24 04:41:57.148618
Case0002,Pick-up,Role 1,2019-05-27 05:28:17.827459,2019-05-27 05:31:04.429204
Case0002,Prescription fulfilled,Role 2,2019-05-27 05:31:04.545902,2019-05-27 05:31:04.596714
Case0002,end,end,2019-05-27 05:31:04.718516,2019-05-27 05:31:04.764149
Case0003,start,start,2019-05-27 05:31:04.718516,2019-05-27 05:31:04.718516
Case0003,Prescription received,Role 2,2019-05-27 05:31:04.728009,2019-05-27 05:31:04.728009
Case0003,Process drop-off,Role 1,2019-05-28 02:32:34.797425,2019-05-28 02:34:05.215469
Case0003,Enter prescription details,Role 1,2019-05-28 21:38:51.417538,2019-05-28 21:41:21.266423
Case0003,Check DUR,Role 3,2019-05-28 21:41:21.375738,2019-05-28 21:41:21.410981
Case0003,Check if refill is allowed,Role 3,2019-05-28 21:41:21.518634,2019-05-28 21:41:21.537238
