caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.518568,2019-05-16 03:13:39.530553
Case0000,Check Insurance,Role 3,2019-05-16 03:13:39.745622,2019-05-16 03:13:39.812503
Case0000,Pick-up,Role 1,2019-05-17 08:46:01.679438,2019-05-17 08:49:16.397823
Case0000,Check for Quality Assurance,Role 1,2019-05-17 08:49:16.578570,2019-05-17 08:50:20.399326
Case0000,Pick-up,Role 1,2019-05-19 22:37:01.942998,2019-05-19 22:39:46.288822
Case0000,Prescription fulfilled,Role 2,2019-05-19 22:39:46.407444,2019-05-19 22:39:46.465181
Case0000,end,end,2019-05-19 22:39:46.593512,2019-05-19 22:39:46.640336
Case0001,start,start,2019-05-19 22:39:46.593512,2019-05-19 22:39:46.593512
Case0001,Prescription received,Role 2,2019-05-19 22:39:46.601538,2019-05-19 22:39:46.601538
Case0001,Process drop-off,Role 1,2019-05-20 20:56:49.855112,2019-05-20 20:58:20.355859
Case0001,Enter prescription details,Role 1,2019-05-21 21:03:15.855133,2019-05-21 21:05:45.760671
Case0001,Check Insurance,Role 3,2019-05-21 21:05:45.873346,2019-05-21 21:05:45.905865
Case0001,Contact Doctor about refill,Role 3,2019-05-21 21:05:46.015505,2019-05-21 21:05:46.035169
Case0001,Check DUR,Role 3,2019-05-21 21:05:46.572950,2019-05-21 21:05:46.759299
Case0001,Check Insurance,Role 1,2019-05-23 01:47:06.898026,2019-05-23 01:50:08.246758
Case0001,Pack the drugs (Production),Role 4,2019-05-23 01:50:39.259545,2019-05-23 01:53:46.638347
Case0001,Check for Quality Assurance,Role 4,2019-05-23 01:53:46.769624,2019-05-23 01:53:58.699923
Case0001,Pick-up,Role 1,2019-05-24 03:38:55.881719,2019-05-24 03:41:42.617557
Case0001,Prescription fulfilled,Role 2,2019-05-24 03:41:42.741994,2019-05-24 03:41:42.790433
Case0001,end,end,2019-05-24 03:41:42.917954,2019-05-24 03:41:42.965741
Case0002,start,start,2019-05-24 03:41:42.917954,2019-05-24 03:41:42.917954
Case0002,Prescription received,Role 2,2019-05-24 03:41:43.709617,2019-05-24 03:41:43.709617
Case0002,Process drop-off,Role 1,2019-05-26 21:56:03.384222,2019-05-26 21:57:34.759065
Case0002,Enter prescription details,Role 1,2019-05-28 10:23:28.936005,2019-05-28 10:26:00.716186
Case0002,Check if refill is allowed,Role 4,2019-05-28 10:26:00.827912,2019-05-28 10:26:00.855132
Case0002,Check DUR,Role 3,2019-05-28 10:26:00.963622,2019-05-28 10:26:00.977397
Case0002,Check if refill is allowed,Role 3,2019-05-28 10:26:01.132975,2019-05-28 10:26:01.184021
Case0002,Pack the drugs (Production),Role 1,2019-05-29 08:00:17.253990,2019-05-29 08:03:13.027555
Case0002,Check for Quality Assurance,Role 4,2019-05-29 08:03:13.198581,2019-05-29 08:04:16.398272
Case0002,Pack the drugs (Production),Role 1,2019-05-30 09:03:00.264003,2019-05-30 09:05:46.556592
Case0002,Prescription fulfilled,Role 2,2019-05-30 09:05:46.675384,2019-05-30 09:05:46.727691
Case0002,end,end,2019-05-30 09:05:46.852298,2019-05-30 09:05:46.900008
Case0003,start,start,2019-05-30 09:05:46.852298,2019-05-30 09:05:46.852298
Case0003,Prescription received,Role 2,2019-05-30 09:05:46.852298,2019-05-30 09:05:46.852298
Case0003,Process drop-off,Role 1,2019-05-31 07:43:15.653553,2019-05-31 07:44:45.931381
Case0003,Enter prescription details,Role 1,2019-06-03 08:03:49.388525,2019-06-03 08:06:22.465848
Case0003,Check Insurance,Role 3,2019-06-03 08:06:22.573998,2019-06-03 08:06:22.598093
Case0003,Resolve DUR manually,Role 3,2019-06-03 08:06:22.691199,2019-06-03 08:06:22.702879
Case0003,Check DUR,Role 3,2019-06-03 08:06:22.873676,2019-06-03 08:06:22.926648
