caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.518568,2019-05-16 03:13:39.530553
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.745622,2019-05-16 03:13:39.812503
Case0000,Pack the drugs (Production),Role 1,2019-05-17 08:31:36.714491,2019-05-17 08:34:51.396924
Case0000,Check for Quality Assurance,Role 4,2019-05-17 08:34:51.566082,2019-05-17 08:35:55.228325
Case0000,Pick-up,Role 1,2019-05-20 10:29:48.032886,2019-05-20 10:32:34.403462
Case0000,Prescription fulfilled,Role 2,2019-05-20 10:32:34.520158,2019-05-20 10:32:34.571057
Case0000,end,end,2019-05-20 10:32:34.693431,2019-05-20 10:32:34.739383
Case0001,start,start,2019-05-20 10:32:34.693431,2019-05-20 10:32:34.693431
Case0001,Prescription received,Role 2,2019-05-20 10:32:34.702409,2019-05-20 10:32:34.702409
Case0001,Process drop-off,Role 1,2019-05-21 07:40:11.630662,2019-05-21 07:41:42.158053
Case0001,Enter prescription details,Role 1,2019-05-22 03:51:43.042036,2019-05-22 03:54:13.189695
Case0001,Check DUR,Role 4,2019-05-22 03:54:13.297081,2019-05-22 03:54:13.325862
Case0001,Check DUR,Role 3,2019-05-22 03:54:13.416881,2019-05-22 03:54:13.425147
Case0001,Check if refill is allowed,Role 3,2019-05-22 03:54:13.596134,2019-05-22 03:54:13.658376
Case0001,Pack the drugs (Production),Role 1,2019-05-23 01:05:34.126394,2019-05-23 01:08:42.538575
Case0001,Check for Quality Assurance,Role 4,2019-05-23 01:08:42.724742,2019-05-23 01:09:45.647690
Case0001,Pick-up,Role 1,2019-05-23 18:22:14.496076,2019-05-23 18:24:59.198125
Case0001,Prescription fulfilled,Role 2,2019-05-23 18:24:59.319016,2019-05-23 18:24:59.373951
Case0001,end,end,2019-05-23 18:24:59.500357,2019-05-23 18:24:59.547410
Case0002,start,start,2019-05-23 18:24:59.500357,2019-05-23 18:24:59.500357
Case0002,Prescription received,Role 2,2019-05-23 18:24:59.500582,2019-05-23 18:24:59.500582
Case0002,Process drop-off,Role 1,2019-05-24 18:49:50.659862,2019-05-24 18:51:21.139607
Case0002,Enter prescription details,Role 1,2019-05-27 23:51:24.628931,2019-05-27 23:53:57.825909
Case0002,Check Insurance,Role 3,2019-05-27 23:53:57.928968,2019-05-27 23:53:57.948486
Case0002,Check if refill is allowed,Role 3,2019-05-27 23:53:58.041174,2019-05-27 23:53:58.049983
Case0002,Resolve DUR manually,Role 4,2019-05-27 23:53:58.254892,2019-05-27 23:53:58.321780
Case0002,Check Insurance,Role 3,2019-05-27 23:53:58.323229,2019-05-27 23:53:58.377087
Case0002,Resolve insurance issues manually,Role 1,2019-05-29 15:00:02.044053,2019-05-29 15:03:16.938995
Case0002,Check for Quality Assurance,Role 4,2019-05-29 15:03:17.106368,2019-05-29 15:04:23.203453
Case0002,Pick-up,Role 1,2019-05-31 00:10:52.351751,2019-05-31 00:13:39.218897
Case0002,Prescription fulfilled,Role 2,2019-05-31 00:13:39.341153,2019-05-31 00:13:39.396042
Case0002,end,end,2019-05-31 00:13:39.525956,2019-05-31 00:13:39.572680
Case0003,start,start,2019-05-31 00:13:39.525956,2019-05-31 00:13:39.525956
Case0003,Prescription received,Role 2,2019-05-31 00:13:40.213385,2019-05-31 00:13:40.213385
Case0003,Process drop-off,Role 1,2019-06-02 16:45:28.808716,2019-06-02 16:47:00.108257
Case0003,Enter prescription details,Role 1,2019-06-04 02:31:33.947595,2019-06-04 02:34:05.785042
Case0003,Check DUR,Role 3,2019-06-04 02:34:05.898133,2019-06-04 02:34:05.927081
Case0003,Check if refill is allowed,Role 3,2019-06-04 02:34:06.030368,2019-06-04 02:34:06.045712
Case0003,Check Insurance,Role 3,2019-06-04 02:34:06.244748,2019-06-04 02:34:06.309224
