caseid,task,role,start_timestamp,end_timestamp
Case0000,start,start,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Prescription received,Role 2,2019-05-14 09:32:45.254000,2019-05-14 09:32:45.254000
Case0000,Process drop-off,Role 1,2019-05-15 06:14:42.635817,2019-05-15 06:16:12.683490
Case0000,Enter prescription details,Role 1,2019-05-16 03:11:08.854847,2019-05-16 03:13:39.291987
Case0000,Check if refill is allowed,Role 3,2019-05-16 03:13:39.393467,2019-05-16 03:13:39.422662
Case0000,Check DUR,Role 3,2019-05-16 03:13:39.526145,2019-05-16 03:13:39.538759
Case0000,Check Insurance,Role 3,2019-05-16 03:13:39.752444,2019-05-16 03:13:39.822266
Case0000,Pack the drugs (Production),Role 1,2019-05-17 09:22:23.858939,2019-05-17 09:25:38.408455
Case0000,Check for Quality Assurance,Role 4,2019-05-17 09:25:38.576372,2019-05-17 09:26:42.355213
Case0000,Pick-up,Role 1,2019-05-20 11:19:54.211136,2019-05-20 11:22:40.657955
Case0000,Prescription fulfilled,Role 2,2019-05-20 11:22:40.774760,2019-05-20 11:22:40.825850
Case0000,end,end,2019-05-20 11:22:40.948287,2019-05-20 11:22:40.994222
Case0001,start,start,2019-05-20 11:22:40.948287,2019-05-20 11:22:40.948287
Case0001,Prescription received,Role 2,2019-05-20 11:22:40.957226,2019-05-20 11:22:40.957226
Case0001,Process drop-off,Role 1,2019-05-21 08:32:05.909341,2019-05-21 08:33:36.455596
Case0001,Enter prescription details,Role 1,2019-05-22 04:55:01.718453,2019-05-22 04:57:31.912232
Case0001,Check if refill is allowed,Role 3,2019-05-22 04:57:32.018937,2019-05-22 04:57:32.047252
Case0001,Check DUR,Role 3,2019-05-22 04:57:32.156215,2019-05-22 04:57:32.172443
Case0001,Check DUR,Role 3,2019-05-22 04:57:32.395114,2019-05-22 04:57:32.472779
Case0001,Pack the drugs (Production),Role 1,2019-05-23 01:20:21.772961,2019-05-23 01:23:37.376015
Case0001,Check for Quality Assurance,Role 1,2019-05-23 01:23:37.535035,2019-05-23 01:24:40.872945
Case0001,Pick-up,Role 1,2019-05-23 14:02:17.950230,2019-05-23 14:04:46.172673
Case0001,Prescription fulfilled,Role 2,2019-05-23 14:04:46.291305,2019-05-23 14:04:46.348379
Case0001,end,end,2019-05-23 14:04:46.475377,2019-05-23 14:04:46.521764
Case0002,start,start,2019-05-23 14:04:46.475377,2019-05-23 14:04:46.475377
Case0002,Prescription received,Role 2,2019-05-23 14:04:46.475377,2019-05-23 14:04:46.475377
Case0002,Process drop-off,Role 1,2019-05-24 13:32:30.909185,2019-05-24 13:34:01.287279
Case0002,Enter prescription details,Role 1,2019-05-27 16:29:40.626866,2019-05-27 16:32:13.774264
Case0002,Check if refill is allowed,Role 3,2019-05-27 16:32:13.879446,2019-05-27 16:32:13.901022
Case0002,Check DUR,Role 3,2019-05-27 16:32:13.998401,2019-05-27 16:32:14.006476
Case0002,Check if refill is allowed,Role 3,2019-05-27 16:32:14.215402,2019-05-27 16:32:14.287955
Case0002,Pack the drugs (Production),Role 1,2019-05-28 23:26:12.138360,2019-05-28 23:29:30.146520
Case0002,Check for Quality Assurance,Role 1,2019-05-28 23:29:30.323508,2019-05-28 23:30:34.076747
Case0002,Pick-up,Role 1,2019-05-30 06:06:44.720216,2019-05-30 06:09:30.813432
Case0002,Prescription fulfilled,Role 2,2019-05-30 06:09:30.933540,2019-05-30 06:09:30.990764
Case0002,end,end,2019-05-30 06:09:31.115334,2019-05-30 06:09:31.161812
Case0003,start,start,2019-05-30 06:09:31.115334,2019-05-30 06:09:31.115334
Case0003,Prescription received,Role 2,2019-05-30 06:09:31.115334,2019-05-30 06:09:31.115334
Case0003,Process drop-off,Role 1,2019-05-31 04:24:17.963680,2019-05-31 04:25:48.190914
Case0003,Enter prescription details,Role 1,2019-06-03 03:08:04.652736,2019-06-03 03:10:37.677129
Case0003,Check Insurance,Role 3,2019-06-03 03:10:37.787389,2019-06-03 03:10:37.813056
Case0003,Check if refill is allowed,Role 3,2019-06-03 03:10:37.905906,2019-06-03 03:10:37.918299
Case0003,Check if refill is allowed,Role 3,2019-06-03 03:10:38.121976,2019-06-03 03:10:38.193447
