caseid,task,start_timestamp,end_timestamp,resource
0,Start,2012-02-14 09:00:00.0,2012-02-14 09:00:00.0,SYSTEM
0,W_Afhandelen leads,2012-02-14 09:00:00.0,2012-02-14 09:02:32.122,Role 1
1,Start,2012-02-14 09:25:50.823,2012-02-14 09:25:50.823,SYSTEM
0,W_Completeren aanvraag,2012-02-14 09:02:32.122,2012-02-14 09:31:01.521,Role 1
1,W_Completeren aanvraag,2012-02-14 09:25:50.823,2012-02-14 09:31:27.885,Role 1
2,Start,2012-02-14 09:38:46.127,2012-02-14 09:38:46.127,SYSTEM
2,W_Completeren aanvraag,2012-02-14 09:38:46.127,2012-02-14 09:39:49.59,Role 1
2,W_Completeren aanvraag,2012-02-14 09:39:49.59,2012-02-14 09:40:24.584,Role 1
2,W_Nabellen offertes,2012-02-14 09:40:24.584,2012-02-14 09:41:30.586,Role 1
2,W_Valideren aanvraag,2012-02-14 09:41:30.586,2012-02-14 09:41:30.586,SYSTEM
2,W_Nabellen incomplete dossiers,2012-02-14 09:41:30.586,2012-02-14 09:42:01.935,Role 1
2,W_Valideren aanvraag,2012-02-14 09:42:01.935,2012-02-14 09:42:01.935,SYSTEM
2,End,2012-02-14 09:42:01.935,2012-02-14 09:42:01.935,SYSTEM
3,Start,2012-02-14 09:55:26.817,2012-02-14 09:55:26.817,SYSTEM
3,W_Completeren aanvraag,2012-02-14 09:55:26.817,2012-02-14 09:56:00.838,Role 1
3,W_Completeren aanvraag,2012-02-14 09:56:00.838,2012-02-14 09:56:02.096,Role 1
3,W_Nabellen offertes,2012-02-14 09:56:02.096,2012-02-14 09:56:02.485,Role 1
3,W_Valideren aanvraag,2012-02-14 09:56:02.485,2012-02-14 09:56:02.485,SYSTEM
1,W_Nabellen offertes,2012-02-14 09:31:27.885,2012-02-14 09:59:50.115,Role 1
1,W_Valideren aanvraag,2012-02-14 09:59:50.115,2012-02-14 09:59:50.115,SYSTEM
3,W_Nabellen incomplete dossiers,2012-02-14 09:56:02.485,2012-02-14 10:00:01.491,Role 1
3,W_Valideren aanvraag,2012-02-14 10:00:01.491,2012-02-14 10:00:01.491,SYSTEM
3,End,2012-02-14 10:00:01.491,2012-02-14 10:00:01.491,SYSTEM
1,W_Nabellen incomplete dossiers,2012-02-14 09:59:50.115,2012-02-14 10:01:50.893,Role 1
1,W_Valideren aanvraag,2012-02-14 10:01:50.893,2012-02-14 10:01:50.893,SYSTEM
1,End,2012-02-14 10:01:50.893,2012-02-14 10:01:50.893,SYSTEM
0,W_Completeren aanvraag,2012-02-14 09:31:01.521,2012-02-14 10:24:24.907,Role 1
0,W_Nabellen offertes,2012-02-14 10:24:24.907,2012-02-14 10:25:23.969,Role 1
0,W_Valideren aanvraag,2012-02-14 10:25:23.969,2012-02-14 10:25:23.969,SYSTEM
0,End,2012-02-14 10:25:23.969,2012-02-14 10:25:23.969,SYSTEM
4,Start,2012-02-14 11:11:33.184,2012-02-14 11:11:33.184,SYSTEM
4,W_Afhandelen leads,2012-02-14 11:11:33.184,2012-02-14 11:15:30.21,Role 1
4,W_Completeren aanvraag,2012-02-14 11:15:30.21,2012-02-14 11:16:21.476,Role 1
4,W_Completeren aanvraag,2012-02-14 11:16:21.476,2012-02-14 11:16:29.564,Role 1
4,W_Completeren aanvraag,2012-02-14 11:16:29.564,2012-02-14 11:16:44.678,Role 1
4,W_Nabellen offertes,2012-02-14 11:16:44.678,2012-02-14 11:16:48.667,Role 1
4,W_Valideren aanvraag,2012-02-14 11:16:48.667,2012-02-14 11:16:48.667,SYSTEM
4,W_Nabellen incomplete dossiers,2012-02-14 11:16:48.667,2012-02-14 11:52:57.209,Role 1
4,W_Valideren aanvraag,2012-02-14 11:52:57.209,2012-02-14 11:52:57.209,SYSTEM
4,W_Nabellen incomplete dossiers,2012-02-14 11:52:57.209,2012-02-14 11:53:05.869,Role 1
4,W_Valideren aanvraag,2012-02-14 11:53:05.869,2012-02-14 11:53:05.869,SYSTEM
4,W_Nabellen incomplete dossiers,2012-02-14 11:53:05.869,2012-02-14 11:56:42.483,Role 1
4,W_Valideren aanvraag,2012-02-14 11:56:42.483,2012-02-14 11:56:42.483,SYSTEM
4,W_Nabellen incomplete dossiers,2012-02-14 11:56:42.483,2012-02-14 11:58:05.49,Role 1
4,W_Valideren aanvraag,2012-02-14 11:58:05.49,2012-02-14 11:58:05.49,SYSTEM
4,End,2012-02-14 11:58:05.49,2012-02-14 11:58:05.49,SYSTEM
5,Start,2012-02-14 13:35:49.158,2012-02-14 13:35:49.158,SYSTEM
5,W_Beoordelen fraude,2012-02-14 13:35:49.158,2012-02-14 13:37:56.608,Role 3
5,W_Afhandelen leads,2012-02-14 13:37:56.608,2012-02-14 13:39:57.454,Role 1
5,End,2012-02-14 13:39:57.454,2012-02-14 13:39:57.454,SYSTEM
6,Start,2012-02-14 13:40:55.528,2012-02-14 13:40:55.528,SYSTEM
6,W_Completeren aanvraag,2012-02-14 13:40:55.528,2012-02-14 13:41:20.804,Role 1
6,W_Nabellen offertes,2012-02-14 13:41:20.804,2012-02-14 13:41:51.021,Role 1
6,W_Valideren aanvraag,2012-02-14 13:41:51.021,2012-02-14 13:41:51.021,SYSTEM
6,W_Nabellen incomplete dossiers,2012-02-14 13:41:51.021,2012-02-14 13:50:59.317,Role 1
